from,to
0030f0e07b770de3f3c270c62f4b76cea8e40c18,volume::biorxiv::2021::8
00312cff81d33e108f09c1db8b2d0dbf72a87fae,volume::molecular ecology resources::2024::6
00313b801d269c67f070105ed8c7e781de63fa6c,volume::italian national conference on sensors::2022::11
0031938039d717ec02feb6950f580c1077240e2b,volume::distributed and parallel databases::2013::9
0032acffca9ba97746a65630968ce0c56026ca75,volume::tods::2007::17
0033221c7139807bb19f6a64350fe5199c0410e6,volume::journal of information processing::2014::19
003348120a30e980102be0f3f46d6a98ee6bcc16,volume::voprosy ekonomiki::2024::18
0033c6755a3dd3e80397a24aa0055a90a132e85d,volume::int. j. artif. intell. tools::2006::18
00340cd0742bf46504b51c5903e160b3ae81b203,volume::international conference on information and knowledge management::2006::4
0034dfc70a987e5e8c463c77378727813318d5fa,volume::proceedings of the vldb endowment::2010::8
0035b1f283714eb031a124f68f2d95f9904b7aaa,volume::genetics in medicine::2021::10
0036514595bd9cc948797a33e56e0769d64a2c32,volume::ieee international conference on data engineering::2018::10
0036e9f4942607d406b9d9cd10c99ee420ee11ae,volume::concurrency and computation::2021::1
0037fcb6b3df7038e7cffb64c48aebeb2f4b51da,volume::intelligent systems in molecular biology::1998::17
003823795a81507d1a16dae20b6e1af57c49f802,volume::acm multimedia::2010::11
0039870c500424bebe919eb6a9d6bc7779b452f7,volume::arxiv.org::2025::6
003a2957ca4f7ecb7091a98727939f378f04200a,volume::blood::2023::9
003afa58ec0cc324e69534748140dd613f63d4a4,volume::international conference on statistical and scientific database management::2008::9
003b05891d9efd533e70aff15c74dbd15942fcd4,volume::bmc geriatrics::2025::10
003b8e09de86df0063def57121d57e6e132d6583,volume::ieee transactions on dependable and secure computing::2022::5
003c34e995ffab723b17eac86a1758703b7fb99b,volume::international conference on information and knowledge management::2020::1
003ccd273b71a2fe80888a5416ba8205fbb0ae07,volume::human reproduction open::2025::12
003d5a4611b82dd9a31a9e5a9cc4f1b92833766f,volume::data & knowledge engineering::1994::4
003ea80039762baed5e49fc38883f01ce8728f0e,volume::international conference on knowledge discovery and information retrieval::2016::13
004274a927fe3ad1fec402b712bb4f40ece50734,volume::english language teaching::2023::4
0043c81ae93057f91498ae799a8b6f52fecd4ce2,volume::acm sigact-sigmod-sigart symposium on principles of database systems::2004::12
0043e17fb6f1bcd1d883130f0ef3de7e6a7d1ca7,volume::tods::2003::16
0043ec4f06642e03981ec01f56d1362a4872163d,volume::annual srii global conference::2012::20
0043faf3096a1424c53ac82276786fe6b331d94a,volume::avocetta::2024::12
00443384eb2b7482a6d8a6af17aebb0b754274f4,volume::karst science days symposium proceedings::2025::2
00443d3f8f0eed3acd24a66a0ea459ac375d9c92,volume::sigmod conference::2006::9
0044c39df8e6fc2a55f5c536aa286ec7dca290b0,volume::proceedings of the vldb endowment::2023::16
0044d49507798bc7725831c1a27ee8a0b009e07c,volume::international journal for research in applied science and engineering technology::2025::7
00451acbf15f0c110b4cdfcaa5c31d29bb09f5b8,volume::italian national conference on sensors::2021::1
0045b9a636afabf1ad45520f5acf989742479c56,"volume::protein engineering, design & selection : peds::2007::2"
00463e2c0df3d14775a2f15513a4a7cd2733fed9,volume::international symposium on computers and communications::2020::16
0046567fb8052d0f26c2ecd83fa4d46cc20406d4,volume::joint international conference of semantic technology::2018::13
004728b56f4f607496bf4119d91c6ce36262c3d7,volume::journal of indo-pacific archaeology::2020::4
00477b5eff561e17dcfdb43197c0947718815b05,"volume::sbv journal of basic, clinical and applied health science::2024::7"
00479ab181b77199b112854b28ddb4f9d4a684c2,volume::medical informatics europe::2022::10
0047b9d4a40a86bcc4c56676b12cc8d7442f3847,volume::bioinform.::2019::20
0048b7e329a9bdf6a7fd9e13b0090e4b09f2e9ff,volume::international journal of intelligent information and database systems::2008::3
0048cf76779e834b30a8a73bbe1a23390fa8f674,volume::international conference on information processing and management of uncertainty::2014::18
004a3fb49e1fe2e7a05da6b64d54f01afa354c0a,volume::annual international acm sigir conference on research and development in information retrieval::2012::12
004ae28690b7ddeb85c7e50a44f3efbdd8ce7a56,volume::information processing & management::1985::9
004bc22acdc612900c93e2172ed97b1ff6c16865,volume::international conference on geoinformatics and data analysis::2023::13
004c80b4a7bea08f61dc7acbb99018900eda82ef,volume::ieee infocom 2016 - the 35th annual ieee international conference on computer communications::2016::16
004da3dc8783dff9fc1cd903e93c5ad57c4cf45d,volume::journal of trauma and acute care surgery::2024::2
004de135b5e829a2bdb1cce0258745bcf005d1ec,volume::omics::2003::10
004e293a2a17136525e6e0fdee3e60f3691f9151,volume::sigmod conference::1999::14
004e6ce7ba28f45644d4ed738f91ff379186246d,"volume::2007 ieee international conference on research, innovation and vision for the future::2007::5"
004fc14ed80a3557e534fd2f8d5583f8ea84cc6c,volume::bioinform.::2007::16
004fe0df71255f50798a71cb1bb7105fb6ab2b94,volume::medical physics (lancaster)::2012::8
00502890a849c2e551efe0c1d7f97c8bbeadbaae,volume::lsc@icmr::2024::18
00505173f758df2cbe8496941160ccc6177312a3,volume::iberian conference on pattern recognition and image analysis::2011::6
00505afb06c21f5d6ff2b32e0a68a615532d4ae0,volume::2007 ieee symposium on visual analytics science and technology::2007::10
0050703442f3dbb37f694644b35c089c9511244d,volume::[1992] proceedings fifth annual ieee symposium on computer-based medical systems::1992::17
00510d76c5d7fc02c12264bdbc45b37864b180fd,volume::frontiers of computer science::2023::12
00525d4e7f1546f4b9e510ea48fe3f526188bcd3,volume::cancer management and research::2018::5
00530844b4fd5b518b59d86cbbe09543c1b4ad94,volume::arxiv.org::2025::2
005398dc5c19ffe22ca4628778d6da5b8203d243,volume::international conference on wirtschaftsinformatik::2004::6
0054a554b42d912ce0c7ee457f98367ec383b3c8,volume::electronic commerce research and applications::2003::13
0054cdd08df045e10c933dc9a5d0c6a210b39273,volume::proceedings of the nutrition society::2023::14
005561a3c9ff94be8a069b23ac74e29dd8d66ae2,volume::joint international conference of semantic technology::2016::20
005629916c8641b48055f3a95c2ecfc6f48be860,volume::theoretical aspects of software engineering::2024::6
00567546cb75e3b374d8af44af610f828481bb2d,volume::acta informatica medica : aim : journal of the society for medical informatics of bosnia & herzegovina : casopis drustva za medicinsku informatiku bih::2024::8
0057bce71881762b6f29a4e09ebc24bdfdf5419e,volume::neural networks::2023::2
005840bd793a19d20ffd27cdaa529b77c92014f0,volume::journal of social and organizational matters::2025::15
00589a9ea35af016c8972b77ff7e7a4ff6174aaf,volume::ieee symposium on field-programmable custom computing machines::2023::5
0058ef6f627bbad9e4e013a861aaeb06b770ddee,volume::international conference on computer science and information technologies::2022::17
0058fdbcaa59b255669e22da9eeb1c8d23f812f9,volume::acm-sigplan international conference on principles and practice of declarative programming::2010::14
005922eb302bfc9da85e4d0db59f2f742d798193,volume::international conference on computer science and software engineering::2008::8
005b6e5ecbbefac348871646b987ea27facfac66,volume::european journal of endocrinology::2020::12
005c41b6cea16251fd068284c717099ef9c4e2c3,volume::knowledge-based systems::2012::9
005c4afdb15b39dd935de20ff2da717be56fa08f,volume::arxiv.org::2025::15
005c525c32766e8f68b643aad2997274b2d61ff7,volume::2008 the ninth international conference on web-age information management::2008::17
005cc4c98816a1c5003470bc4654ed58a4df6463,volume::sigmod conference::2009::19
005d2cf3f239bd2803d5653cc86640bda33db31a,volume::guidelines and standards of chinese medicine::2024::17
005da52286ffc9a22ee12aeba321cd0258948c8b,volume::2011 ieee fifth international conference on semantic computing::2011::17
005df761da1955e0e1e73bbfdab10d8549449d3a,volume::the american surgeon::2017::11
005eab01804554681c71fc4dfff631dd5d306eba,volume::data & knowledge engineering::2001::10
005fd9557252552aae1bc164e4531579019828fa,volume::datenbank-spektrum::2017::6
00607be5dad3e4d13174ed269391cfa8defa8530,volume::journal of king saud university: computer and information sciences::2016::17
0060b9fb4b836adc9193ea0b3be0cf04332b5189,volume::petra::2024::5
0060f5f8e81423ebf9eb6604a06bc4e64e62911a,volume::arxiv.org::2025::8
006508bceb819417d6b6107aa46f8c87de9bec04,volume::annual international acm sigir conference on research and development in information retrieval::2013::14
00653867390ff42dea18cdc9a598bb76cfb9cb03,volume::ieee international conference on industrial engineering and engineering management::2011::13
006632787b2399faf02e7437d638a908d6928c6b,volume::brilliance research of artificial intelligence::2025::6
0066ce22ef0366513995d2476b3955206facadee,volume::iacr cryptology eprint archive::2022::15
0066d93054d967b18d6ae4d8047e991ec7d47daa,volume::journal of gastrointestinal surgery::2015::6
00672e6b4a52c3cdd8d947807a15c8995d7b10e9,volume::international conference on extending database technology::2021::7
0067fce3f669d7a1647fafcd9120b3ee62512da2,volume::ieee international conference on data engineering::2007::18
006990c871020e628ffaccb86fb5007cc24a716a,volume::information sciences::1998::1
006a5f7a946ee4fa64d235c4ebc0332c755f3af4,volume::neuroepidemiology::2024::3
006a9f5b8180244df4a69b4577b744bfc68624e4,volume::arxiv.org::2026::7
006b647844b94535736b487a817621d1f23185cf,volume::communication systems and applications::2006::17
006b6f0e735a2199ef769c6e5279990590ae662e,volume::journal of chemical information and modeling::2010::15
006bd41c4a52c64445afdbc67182715a476e09c8,volume::international conference on information systems security and privacy::2018::18
006c136c2d16211851cb0314e751a2e7e83e23af,volume::european conference on information retrieval::2020::19
006c720992e157f407bb9465992290edf7cf4b8e,volume::pattern recognition::2023::8
006ef099a3c9a408db085d5188058ca5bf6a8c13,volume::international conference on electronic commerce and web technologies::2005::8
006f97369a8932958ed4267b4431f7180f38138b,volume::knowledge-based systems::2025::19
0070170e3701354ad7e18c117281a0c263a43b48,volume::conference on empirical methods in natural language processing::2025::1
0070a0b6942ca10bce1d1eb47e72c4940ae44319,volume::ieee international conference on network protocols::2018::6
00726d7dd19932a08917f494436dd0faa4e75db6,volume::international journal for sciences and technology::2025::15
0073918a5914968aecd39b096e99241dd5900307,volume::eastern-european journal of enterprise technologies::2024::2
0073a9b8f12f7e1564cd659b74a815a584e46e98,volume::arxiv.org::2024::6
0073be290b3fbef5b2004d0924bd3388c3828f75,volume::indian journal of information sources and services::2025::11
0073d8049d0ebd46be67ceb4927e28907930fab1,volume::proceedings of the vldb endowment::2025::11
007544191ef9b534e3d376235c154deeeb867018,volume::john vincent atanasoff symposium::2006::13
00756a336f7254eb04de38056b3770a1fdb3675a,volume::acm-siam symposium on discrete algorithms::2006::9
007710c869004ec673c74ccba63daf398bb7a06b,volume::ieee pervasive computing::2003::13
00775b89200e27fa81072aa03bc01b521a45d1dd,"volume::international joint conference on knowledge discovery, knowledge engineering and knowledge management::2010::6"
00782e706c2038e00896fd49e48f1b8e695454b8,volume::2014 ieee international conference on big data (big data)::2014::19
0079743b92ce6fb6931f8dd700efeb25cad39ce9,volume::current directions in biomedical engineering::2023::20
007af1676714e8ad8c9da33f0cb8a4fab56b125b,volume::electronic imaging::1993::8
007b03fe6537b52f2a321183150e36f728e67eba,volume::msystems::2023::4
007b2bace05a7306014a14cacabc4b47f3da15f8,volume::ieee transactions on intelligent transportation systems (print)::2022::5
007d5f4b58f06b72a3b0981e8bac9728af9b4bc9,volume::chemical sensors::2019::16
007e673c73c539ee4dd8b5aafffbdf3fd6a0fd4e,volume::ieee access::2025::2
007f1c1f40f06b8b43aab1ce2c42036a8eaf9ae0,volume::the sea::2014::6
007f70efc8332dabb07c8ee2f5cc27c35b82c696,volume::journal of intelligence and information systems::2019::13
007fa7c4a10514ff158bdc91403d646c43df13bd,volume::international conference on information and knowledge management::2011::18
008021712379b69639cc4f42c603de415e9edb1f,volume::ieee transactions on instrumentation and measurement::2023::17
0080656f1b34a8dedfb12c41f6c5cbcfeffcd794,volume::american journal of medicine open::2023::18
008092c741dd2c78a62940373038e1e5c5a6089e,volume::arxiv.org::2024::17
0080a2e038f7f80d4747f2b1f5e295503ea1db9a,volume::acm symposium on parallelism in algorithms and architectures::1993::16
00811955311a49c6a26f52a7422464a8e6e5061e,"volume::2013 eighth international conference on p2p, parallel, grid, cloud and internet computing::2013::18"
00811cc3b808295db2c7a184c2a8da1d66d17e23,volume::international conference on database systems for advanced applications::2007::7
0081696ec2fe1ff3650634c7c419c4a777894566,volume::international web rule symposium::2006::15
0081abcb30cb74e131f863f8befa35cbd85f9521,volume::arxiv.org::2026::16
008248a0e84aa0ca97e34abd493e75ac716ebf45,volume::information systems::2007::20
00824a40fa2c3e39963718b6c6c1793b141f7a80,volume::annual international acm sigir conference on research and development in information retrieval::1979::5
0082814c9e237bbfd5c29969e1c503f2ea0be0da,volume::international symposium on autonomous decentralized systems::2007::18
0082af6d62733a661e9163a4e5d9c230e5779930,volume::neurocomputing::2020::12
0082c0f807d75f3aef1f49f98b85ea0f8a0947b8,volume::jmir aging::2020::13
00835c75399c423cf2ab332cd4e5015c78972e0e,volume::gynecologic oncology::2020::8
00836644fb576a658b6326ff50ed43e73c2769c8,volume::social science & medicine (1967)::2018::13
0083f892466a0459b41b90d96807374bc690c719,volume::ieee international conference on data engineering::2025::12
008434e0d1904a582aba5222966a8603d764b91b,volume::journal of islamic accounting and business research::2026::11
008485ffde574cf68a39f3e075983bc5de1317fc,volume::journal of trauma and acute care surgery::2016::5
0084dd13fdee7d4df4b5ec9a68e023e77e5ca3b0,volume::journal of medical systems::2012::19
008528d5e27919ee95c311266041e4fb1711c254,volume::international journal of multimedia information retrieval::2015::1
00862642f08c2400a3ded080a1835a60e9be7d05,volume::journal of orthopaedic surgery::2019::9
00865eea1c434c026abdac63256441e44323e1a0,volume::european journal of cancer prevention::2004::9
00880086bcbee54d82d9ad426b03ff295ad74866,volume::ieee internet of things journal::2023::10
0088073a2b2d0b71a3a6e095b6f7dc274ebe7274,volume::neural information processing systems::2024::16
0088191279258ddc612feffe468f19af119f5504,volume::biorxiv::2026::19
0088c9f4d50706c7ab71efa13bcb4b42cf2058e2,volume::neural information processing systems::2023::19
0089023c7d7c8b2c348c7ca72c73713e1663294b,volume::international conference on smart multimedia::2007::12
008904de4aaac8258a5dc27535aada95a4620c17,volume::journal of american college health::2025::7
008937a3ca19db536ccd9126a985098e0d690c11,volume::acm sigmod conference::2007::13
00898707b72094792f85fc5b7bc19e434feefa6e,volume::brazilian symposium on information systems::2012::11
00899cac0e2e770fe6b28deac002eceb8c3c4bea,volume::database j. biol. databases curation::2010::6
008b18ee86a04bf65e461c9d77f56bcbc28c3788,volume::sigmod conference::2014::15
008b19be7f1d37d1be3b2a4454af1d625d40bb99,volume::genetics and molecular biology::2020::14
008b286b2121acfc5cb6d1a03481efa0a6b0a121,volume::international conference on frontiers in intelligent computing: theory and applications::2020::12
008b516307498c36b7df1115a11ae78a0af478a2,volume::european journal of cell biology::2023::8
008b5d1a548b56444f0fe2e522b849304efc6ec7,volume::journal of computing science and engineering::2007::2
008cc3dff5a169ed2a6fe9b1402ab3f1bd68f157,volume::international conference on software and data technologies::2006::11
008d061e92c9c06582133cd37e1a2a481417e40d,volume::sigmod conference companion::2023::12
008d0fa0e31125ca45fef07ca1ada1fb2ced63b2,volume::ieee transactions on parallel and distributed systems::2015::9
008e4e37247771b6731ff1ac6675d856581dd8fa,volume::indian journal of orthopaedics::2020::20
008e5ad63292609ed85d2e42f57149c9c21f0dee,volume::protein science::2021::7
008e878576ffe88f6b6a769d4f3489510935c6d0,volume::bmc genomics::2008::9
008ea0980b18bd727d0c2d4cc9233be95094cb84,volume::proceedings / international conference on data engineering::2004::17
008ed81d5b5ddd504130f81dae962a11d577cd20,volume::ieee global conference on signal and information processing::2013::7
008f6be171d7a03619853df87f2e8c19e087cf07,volume::chi conference companion::1996::8
0090bb5143bc2af329bfae08a89857877bb38b9e,volume::korean institute of smart media::2025::15
00922c3a783155b87425b085306b973664044dd4,volume::the journal of information systems::2007::5
0093130550514c84b8498c03e73bec5ca9745621,volume::annual international acm sigir conference on research and development in information retrieval::2002::18
0093235696715393720a4bf1f0989721bc84966d,volume::symposium on the theory of computing::2024::19
0093e1e4a2cb29ecd638386b714a47535b9de20e,volume::italian national conference on sensors::2025::1
009513de244d4c428f4fe2d115bed6bcbd5c64f7,volume::beyondmr@sigmod::2017::11
009523862551ecec0da53dfd0365892cb9cb430b,volume::sigmod conference::2014::18
00956800d26aa9b696d0b3d95cc3cbdcf69174b9,volume::bmc bioinformatics::2018::1
0095c6751d6b1755b7fd8256ef4a5326aa50ec39,volume::international conference on database systems for advanced applications::2007::8
0096501e9abb66a39938b66b61b4f49a616a019c,volume::ictact journal on communication technology::2016::3
00968da7a225ae67ff49954f5e498c09041ae104,volume::international conference on conceptual structures::2003::12
0097410ef810e7486b8898074e0a451d3fac5794,volume::soft measurements and computing::2025::7
0098e331c0f4c9d73aac2e7e5d8bafbdfe46df34,volume::clinical cancer research::2014::17
0098ee3f265a87ea8415e74be2da85a17ff8eaf1,volume::bulletin of the american meteorological society - (bams)::2024::20
00990a044ce91375b8a79dfc7f36778c9461e0be,volume::jmir medical informatics::2024::12
009a6607d56e59347b225f5a747b8d0a0bead2e5,volume::ieee access::2022::13
009a9d5b36296ee98514baf8e9fb157f703f1f86,volume::plastic and reconstructive surgery::2020::11
009bb2055791d7cae8925972b98272226286f42b,volume::proceedings thirteenth international conference on scientific and statistical database management. ssdbm 2001::2001::19
009bb9f321126e973e047978af6147f8cc46f150,volume::web search and data mining::2014::4
009bd882c99e502bf635b9b7cb862abf925c6a20,volume::information resources management journal::2008::10
009e71a3752c9d4452dafb4955e1ade63872ff87,volume::scg '95::1995::14
009f3cdee1decf5c6f019e57afcd5f89a5465753,volume::knowledge and information systems::2012::8
009f70819134b341f748177547ecb5f6ab099b42,volume::acm-siam symposium on discrete algorithms::2017::8
00a0c769053dbe191de3a8e8f1645ab47c1be85c,volume::frontiers of computer science::2015::7
00a0e6e85a7bf7105a2ea18bef4b03030fffccd8,volume::international conference on language resources and evaluation::2024::5
00a13ecb03deb5c97c42c0f86e75bbd4b860017e,volume::symposium on small systems::1981::14
00a1dadffbcf0d965322388a8e1a0a80e41b7ad3,volume::journal of artificial intelligence &amp; cloud computing::2022::19
00a212558203e327f680e027ce5805b6eae62234,volume::ieee transactions on engineering management::2021::3
00a2aeb87287d59eaf118e96f0cdbb622a7fec42,volume::sigmod conference::2016::14
00a37f81ac80ae9d8b00980b4c57915a7c115013,volume::2015 ieee international conference on data mining::2015::19
00a3d883211ce5426a7751c6c40ffaed5323f45a,volume::quantum information processing::2025::11
00a475e5f179857ad0d2d139d65183109b8c7dc4,volume::proceedings of the vldb endowment::2014::3
00a528588be37a33475611cbfbcf44b74fadc646,volume::medical science monitor::2020::17
00a5618bbc6075574312e6841e7f82644c10ce2d,volume::information sciences::2019::12
00a624bc2bf1383a8fe4f7e8f66aeb3358737eb2,volume::acm sigmod conference::2007::1
00a6422ead3cee55326abe575296fc568173b51e,volume::ieee transactions on visualization and computer graphics::2021::1
00a67af3b7dc785b4813b61d232cc76b4fb2b189,volume::conference on empirical methods in natural language processing::2023::4
00a6b9ad739f816d2ac39db33d9fea90f19a59ff,volume::international conference on information and knowledge management::2001::7
00a7eb3e7dd08e038d292312de6c4b57679eec6a,volume::global conference on artificial intelligence::2015::15
00a98a37bb919bf504c76769df6152ed16d532ad,volume::ieee conference on computer communications::2021::19
00ac789f71708f25b5bad4ee1e88867b25dab04a,volume::proceedings of the vldb endowment::2018::2
00acade14102203fcb5968897e5dadb391fd79f2,volume::neurocomputing::2014::2
00ad8d80bf45fe3165bec64dbf0768f94fe7f246,volume::international conference on soft computing for problem solving::2012::4
00adb71384844ff793db71cd59a5712e64fc4f91,volume::acta oncologica::2021::10
00aee4dd986045c82cbab968f2d5bc7b7eb4cb0f,volume::ieee transactions on knowledge and data engineering::2007::16
00aeedc4d47e77ed64c68182787a10b80f61f1ac,volume::journal of the american academy of orthopaedic surgeons::2024::17
00af0a5eed378f6d98c178cd5fc5ead0facfeed5,volume::arxiv.org::2024::8
00b0357a0d5cce6ebd9fa8d83e8145f360d45a0a,volume::data in brief::2024::6
00b1904a01dd25a8b46f5e34904210b9bc1f84d7,volume::decision support systems::2001::9
00b1d55be2999c91d5662bc5d3527888b07602fd,volume::international journal of computer assisted radiology and surgery::2025::14
00b1dc5d201faa0a30ecc63f867b8b3e2374a5f6,volume::ibm systems journal::2001::13
00b4a02651491b08c0aa5931eee03a650313819c,volume::international conference on information integration and web-based applications & services::2020::16
00b55620267556b1f17b5d2d200b891c1e4ac079,volume::neural computing & applications (print)::2020::3
00b563f017fc1ce664586133c92b5227c39b92f5,volume::medical informatics europe::2015::6
00b5d20e5ffea4fe153d3234de5029efb79692ca,volume::journal of biomedical informatics::2016::16
00b6072ba7ecf7d1281c1aaa7bac7a82bc6a277e,volume::fixed points in computer science::2015::11
00b627ac0b4f9bc46c39615dbc1870c8b94ddcf1,volume::international conference on database theory::2015::2
00b6903a79831bde446fafc277aed919b7590e43,volume::clinical neurology and neurosurgery (dutch-flemish ed. print)::2024::11
00b7a6013708d508a01116ae18abb1aadacae710,volume::arxiv.org::2025::1
00b8207ae4e79a0c32e2e424c03bcaf53e5518de,volume::international web rule symposium::2007::12
00b97675a5ad9912a040ab6efce59f0c325d0b3b,volume::data management in grids::2005::19
00b97d7f4f4b44142d831f37f83367665cb6efef,volume::medrxiv::2025::3
00b9c02a7450b69b512a2f04481b6304b3e6f0b8,volume::international conference on peer-to-peer computing::2006::13
00b9cc9ae2e0a0b70591b443b377794e8a3d9bef,volume::proceedings of the vldb endowment::2010::13
00ba27ddbe10210827821464fdfaac22ad6c6cfb,volume::world wide web (bussum)::2017::7
00ba2df744d9dd9af307a24f4a475342ef47fb6a,volume::algorithmica::2013::3
00bc5845d3e6a83e05d4b56c8339517304b6aeed,volume::international conference on conceptual modeling::2017::8
00bd7358bdce4c2992599451e2d316f25397bab4,volume::journal of clinical oncology::2025::10
00bd7de25eb8b4ee7c730e933c5876dc5f168363,volume::children::2025::1
00bd8d31a956a3aa29fc42d762b19145c9064da6,volume::orthopaedic journal of sports medicine::2020::4
00bde5793722edde4279213e5dd2243b7f9c6eff,volume::international conference on ubiquitous intelligence and computing::2006::10
00bfd95283d2429011aa9fc90ceb22ae36592636,volume::proceedings of the vldb endowment::2021::12
00c0bec3f862298b73c33ead698b7ad94337e205,volume::international journal of information security::2020::9
00c1049cbd95e6ca46feaa86cca7b9ad16227d0f,volume::international journal of information and communication technology::2016::2
00c22b712a46bf94e8b5cf944c2f349fe1b047d0,volume::ieee access::2017::6
00c2492030d87bc209efe4a84dda729603b89e61,volume::international conference on database systems for advanced applications::2010::3
00c2c90d49c74c0974bceb298822f60e252cf8fc,volume::international conference on database and expert systems applications::2010::4
00c3b0337616e6cdb7df663e5f0388b73e8108e8,volume::acm-siam symposium on discrete algorithms::2011::17
00c3d6f114bccb41d301bf33d69cf10ccbaaf06a,volume::education and information technologies : official journal of the ifip technical committee on education::2024::8
00c46281cc6d0cdd5567da9a70bea505240353d1,volume::journal of nematology::2016::6
00c49c081e28765dfa05f881ebd3a88588a90003,volume::journal of computer science::2014::17
00c5591fa075e4d0c6262c41daf8271965f79226,volume::bmc bioinformatics::2005::5
00c6c918cbd343b2a2b7d664c3f712ab44a80b2a,volume::general reanimatology::2024::4
00c6ee0799d776d976fec5ee0fd51836b06f6a46,volume::journal of medical screening::2023::12
00c7a97c69efd509addd4259b4d14fb1b96222da,volume::advances in mobile multimedia::2011::20
00c8868551004eb17667ef25969761932b1acb27,volume::2007 ieee/rsj international conference on intelligent robots and systems::2007::12
00c8c36a235b6efc947965b4721d9ef809e656a2,volume::nucleic acids research::2025::5
00c93667fbe4afc29af230cbafb0f75824c2665d,volume::jacc: cardiovascular interventions::2020::18
00c93e37e57259fb1b6902475c19cdf1eae8b627,volume::protein science::2006::9
00c9d560aaec4c10eb0ef4af2315345b10921c14,volume::ieee transactions on knowledge and data engineering::2006::6
00ca36aa0ba0c8c94590e18a56558d2a23be1f45,volume::information and software technology::2007::12
00ca3f5907087313b6549935953f869395e9953b,volume::jerusalem journal of archaeology::2023::17
00cb983ace4ac3b87ce51f6997d738d3ce1163e6,volume::european journal of surgical oncology::2020::20
00cbd675ac6e146762dd97450e71313e04e87052,volume::joint ifsa world congress and nafips annual meeting::2013::11
00cc825915256af3ea40a0ccb15a9b1320e7c320,volume::international conference on knowledge engineering and ontology development::2010::3
00ced64dec1bc2858c182db217d59e319c16a16e,"volume::fachtagung ""e-learning"" der gesellschaft für informatik::2024::12"
00cef34661a8faef287ea0b020077b42835aee68,volume::aaai conference on artificial intelligence::2024::19
00cf16e5bc01d0c59b0b6f6667618191694f61e8,volume::aaai conference on artificial intelligence::2011::7
00d0761c7c311500a465fd3bac36b15be646997d,volume::systematic biology::2007::1
00d11cac608e0efaf468b1eeaa3b0133114d4dbf,volume::acm/sigcomm internet measurement conference::2015::19
00d16b535a37330bc76427002671c80fca7b54f6,volume::ieee international conference on data engineering::2005::13
00d174fa267d85f652ac32c32c737c26d1dc1dd7,volume::ieee international conference on e-business engineering::2021::4
00d19a75588b15d54456f527c116411ecac027fa,volume::international conference on the theory of information retrieval::2023::7
00d1f3bf02905e93c184c6969758fb471b5b1195,volume::international conference on information integration and web-based applications & services::2017::18
00d23dd83c94ce14ded3261413bf588f6a74c6f9,volume::pacific rim conference on multimedia::2018::16
00d2843e028f033981b10f36337fcec6a443058b,volume::iscience::2024::16
00d2915f2f0fcb3654c41a144c0e4711e68c444b,volume::science and transport progress::2024::7
00d47513df7335834c98edf66272d9af2f8f9539,volume::international conference on big data applications and services::2015::11
00d4761dfcd835ac0498702a918c5305d36c3004,volume::current topics in medicinal chemistry::2025::20
00d4b17c97c52942e52689837a021be536da95a1,volume::igarss 2004. 2004 ieee international geoscience and remote sensing symposium::2004::14
00d58cd06d4dbad8b05fa2d0d4628563b57d3fbc,volume::international conference on information and knowledge management::2009::8
00d5bea670b3547269b1c16d83e909451b810150,volume::ieee transactions on computers::2025::7
00d74a80935d4ebfecf511c6903316c27dec6914,volume::trans. large scale data knowl. centered syst.::2012::11
00d83d61e31c85a9a94cc66c190c371bbc9963d7,volume::arxiv.org::2025::6
00d885e706b1dfebcfbdd5ce495230c2f3aada74,volume::2014 ieee international conference on distributed computing in sensor systems::2014::12
00d8be9af09f4b16ad29d1e90c68fd6dda9795f7,volume::wideochirurgia i inne techniki maloinwazyjne = videosurgery and other miniinvasive techniques::2021::10
00d9d0607494ccf2fa9214be6f17fdadfea307ac,volume::journal of clinical oncology::2026::19
00da7eec7e14764edd73e44d83f0564d11dbcb66,volume::journal of information processing::2016::17
00dabb78b149127e8091b0ccb23ed7656cd4abe7,volume::journal of ambient intelligence and humanized computing::2021::7
00dafe1f3d055a0acc92469e757b35ac34b8dc14,volume::arxiv.org::2026::3
00dbfac3fc8ae748cabf62ace770d3e86eee06da,volume::journal on data semantics::2005::14
00dcb04869ff70f93f03bc1dd830123db5c23014,volume::eclinicalmedicine::2020::14
00de727e19484ae8ef25b95939e13cbc1abab5ea,volume::neuro-oncology advances::2024::3
00de8d7cd20c2c768bf052fdec2688f78be5f01c,volume::international conference on information technology: new generations::2007::10
00dedb31b2afdb6c229dbf27b7943ed3204181e6,volume::data science in finance and economics::2024::19
00df523d70eeca5310fdb1475048adb0df2ae253,volume::journal of anatomy::2005::9
00e03cc2379d7f7d28316aaa3ce8c6ff9ead61f7,volume::british dental journal::2023::16
00e1139c282280406ba7372e38cb8197a09ecc1c,volume::ieee international conference on data engineering::2005::11
00e175d5841d2bc0e0344db0866917e4f66e368a,volume::acm sigact-sigmod-sigart symposium on principles of database systems::2015::2
00e1a8d1b110a17707a9d2369017ea2ffae026c2,volume::fhies/sehc::2014::17
00e1bc9f2c4abd4ada4baec0ef26d038b6ff2c78,volume::bigdata congress [services society]::2013::8
00e1cc1cdd5e928d2f446fe255fd6e98720b12fb,volume::acm symposium on cloud computing::2011::19
00e24d90d2926a0279c706387b111d5c039b5529,volume::int. j. wirel. inf. networks::2006::19
