from,to,type
conference::sankhya b,proceeding::sankhya b::2017,HAS_EDITION
"conference::ideas: jurnal pendidikan, sosial, dan budaya","proceeding::ideas: jurnal pendidikan, sosial, dan budaya::2022",HAS_EDITION
"workshop::proceedings of the first ieee international workshop on sensor network protocols and applications, 2003.","proceeding::proceedings of the first ieee international workshop on sensor network protocols and applications, 2003.::2003",HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2021,HAS_EDITION
conference::international journal of engineering and technology,proceeding::international journal of engineering and technology::2018,HAS_EDITION
conference::international journal of vehicle systems modelling and testing,proceeding::international journal of vehicle systems modelling and testing::2020,HAS_EDITION
conference::ieee power & energy society general meeting,proceeding::ieee power & energy society general meeting::2018,HAS_EDITION
conference::perspectives on medical education,proceeding::perspectives on medical education::2013,HAS_EDITION
conference::moscow university geology bulletin,proceeding::moscow university geology bulletin::2016,HAS_EDITION
conference::security and communication networks,proceeding::security and communication networks::2022,HAS_EDITION
conference::stroke,proceeding::stroke::2023,HAS_EDITION
workshop::1998 ieee second workshop on multimedia signal processing (cat. no.98ex175),proceeding::1998 ieee second workshop on multimedia signal processing (cat. no.98ex175)::1998,HAS_EDITION
conference::ieee transactions on industry applications,proceeding::ieee transactions on industry applications::2010,HAS_EDITION
conference::philosophical transactions of the royal society of london. series a: mathematical and physical sciences,proceeding::philosophical transactions of the royal society of london. series a: mathematical and physical sciences::1975,HAS_EDITION
conference::fifth international conference on advanced robotics 'robots in unstructured environments,proceeding::fifth international conference on advanced robotics 'robots in unstructured environments::1991,HAS_EDITION
conference::heart,proceeding::heart::2014,HAS_EDITION
conference::photonics europe,proceeding::photonics europe::2014,HAS_EDITION
conference::journal of physics: conference series,proceeding::journal of physics: conference series::2023,HAS_EDITION
conference::2026 5th international informatics and software engineering conference (iisec),proceeding::2026 5th international informatics and software engineering conference (iisec)::2026,HAS_EDITION
conference::wireless communications and mobile computing,proceeding::wireless communications and mobile computing::2022,HAS_EDITION
conference::pharmacoeconomics & outcomes news,proceeding::pharmacoeconomics & outcomes news::2017,HAS_EDITION
conference::malaysian journal of learning & instruction,proceeding::malaysian journal of learning & instruction::2022,HAS_EDITION
conference::international conference on crowd science and engineering,proceeding::international conference on crowd science and engineering::2014,HAS_EDITION
workshop::2010 ieee international conference on bioinformatics and biomedicine workshops (bibmw),proceeding::2010 ieee international conference on bioinformatics and biomedicine workshops (bibmw)::2010,HAS_EDITION
conference::matec web of conferences,proceeding::matec web of conferences::2019,HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2021,HAS_EDITION
"conference::proceedings of the 2nd international conference on economy, management and entrepreneurship (icoeme 2019)","proceeding::proceedings of the 2nd international conference on economy, management and entrepreneurship (icoeme 2019)::2019",HAS_EDITION
conference::aiaa aviation 2022 forum,proceeding::aiaa aviation 2022 forum::2022,HAS_EDITION
"conference::proceedings of the 2nd international conference on mathematical statistics and economic analysis, msea 2023, may 26–28, 2023, nanjing, china","proceeding::proceedings of the 2nd international conference on mathematical statistics and economic analysis, msea 2023, may 26–28, 2023, nanjing, china::2023",HAS_EDITION
conference::circulo de linguistica aplicada a la comunicacion,proceeding::circulo de linguistica aplicada a la comunicacion::2020,HAS_EDITION
conference::other conferences,proceeding::other conferences::2024,HAS_EDITION
"conference::2023 international conference on network, multimedia and information technology (nmitcon)","proceeding::2023 international conference on network, multimedia and information technology (nmitcon)::2023",HAS_EDITION
conference::australian journal of agricultural and resource economics,proceeding::australian journal of agricultural and resource economics::2022,HAS_EDITION
conference::other conferences,proceeding::other conferences::2023,HAS_EDITION
conference::computational continuum mechanics,proceeding::computational continuum mechanics::2020,HAS_EDITION
conference::biorxiv,proceeding::biorxiv::2019,HAS_EDITION
workshop::third international workshop on hardware/software codesign,proceeding::third international workshop on hardware/software codesign::1994,HAS_EDITION
conference::2006 international telecommunications symposium,proceeding::2006 international telecommunications symposium::2006,HAS_EDITION
workshop::ieee international workshop on multimedia signal processing,proceeding::ieee international workshop on multimedia signal processing::2014,HAS_EDITION
conference::medrxiv,proceeding::medrxiv::2021,HAS_EDITION
conference::machines,proceeding::machines::2023,HAS_EDITION
workshop::2009 first workshop on hyperspectral image and signal processing: evolution in remote sensing,proceeding::2009 first workshop on hyperspectral image and signal processing: evolution in remote sensing::2009,HAS_EDITION
conference::bmc neuroscience,proceeding::bmc neuroscience::2013,HAS_EDITION
conference::journal of the geological society of india,proceeding::journal of the geological society of india::2014,HAS_EDITION
"conference::proceedings of the 3rd international conference on public administration and governance, icopag 2024, 30 october 2024, malang, indonesia","proceeding::proceedings of the 3rd international conference on public administration and governance, icopag 2024, 30 october 2024, malang, indonesia::2025",HAS_EDITION
conference::earth system science data,proceeding::earth system science data::2018,HAS_EDITION
conference::dharmas education journal (de_journal),proceeding::dharmas education journal (de_journal)::2021,HAS_EDITION
conference::review of agricultural and applied economics,proceeding::review of agricultural and applied economics::2019,HAS_EDITION
conference::journal of clinical and nursing research,proceeding::journal of clinical and nursing research::2022,HAS_EDITION
workshop::2023 ieee/cvf conference on computer vision and pattern recognition workshops (cvprw),proceeding::2023 ieee/cvf conference on computer vision and pattern recognition workshops (cvprw)::2023,HAS_EDITION
"conference::international journal on advanced science, engineering and information technology","proceeding::international journal on advanced science, engineering and information technology::2021",HAS_EDITION
conference::hernia,proceeding::hernia::2010,HAS_EDITION
conference::inflammation,proceeding::inflammation::2011,HAS_EDITION
"conference::long island systems, applications and technology conference","proceeding::long island systems, applications and technology conference::2018",HAS_EDITION
conference::social science research network,proceeding::social science research network::2019,HAS_EDITION
conference::journal of sport management,proceeding::journal of sport management::2022,HAS_EDITION
conference::frontiers in earth science,proceeding::frontiers in earth science::2021,HAS_EDITION
"conference::emc europe 2004, international symposium on electromagnetic compatibility","proceeding::emc europe 2004, international symposium on electromagnetic compatibility::2004",HAS_EDITION
conference::international journal of technology,proceeding::international journal of technology::2018,HAS_EDITION
"conference::2025 3rd international conference on iot, communication and automation technology (icicat)","proceeding::2025 3rd international conference on iot, communication and automation technology (icicat)::2025",HAS_EDITION
conference::water,proceeding::water::2022,HAS_EDITION
conference::mathematical methods of statistics,proceeding::mathematical methods of statistics::2013,HAS_EDITION
conference::ecoscience,proceeding::ecoscience::2018,HAS_EDITION
conference::jurnal basis,proceeding::jurnal basis::2019,HAS_EDITION
conference::public organization review,proceeding::public organization review::2020,HAS_EDITION
conference::2023 international conference on self sustainable artificial intelligence systems (icssas),proceeding::2023 international conference on self sustainable artificial intelligence systems (icssas)::2023,HAS_EDITION
workshop::2024 ieee international conference on communications workshops (icc workshops),proceeding::2024 ieee international conference on communications workshops (icc workshops)::2024,HAS_EDITION
"conference::environment, development and sustainability","proceeding::environment, development and sustainability::2020",HAS_EDITION
conference::proceedings of the royal society a,proceeding::proceedings of the royal society a::2008,HAS_EDITION
conference::2019 international conference on intelligent informatics and biomedical sciences (iciibms),proceeding::2019 international conference on intelligent informatics and biomedical sciences (iciibms)::2019,HAS_EDITION
workshop::international workshop on complex networks & their applications,proceeding::international workshop on complex networks & their applications::2020,HAS_EDITION
conference::journal of economic inequality,proceeding::journal of economic inequality::2017,HAS_EDITION
conference::journal of cardiac failure,proceeding::journal of cardiac failure::2019,HAS_EDITION
conference::indonesian journal of electrical engineering and computer science,proceeding::indonesian journal of electrical engineering and computer science::2019,HAS_EDITION
conference::ieee international geoscience and remote sensing symposium,proceeding::ieee international geoscience and remote sensing symposium::2025,HAS_EDITION
conference::oceans 2019 mts/ieee seattle,proceeding::oceans 2019 mts/ieee seattle::2019,HAS_EDITION
conference::journal of investigative dermatology,proceeding::journal of investigative dermatology::2018,HAS_EDITION
"conference::international conference on remote sensing, environment and transportation engineering","proceeding::international conference on remote sensing, environment and transportation engineering::2011",HAS_EDITION
conference::iop conference series: earth and environment,proceeding::iop conference series: earth and environment::2018,HAS_EDITION
conference::journal of solution chemistry,proceeding::journal of solution chemistry::2022,HAS_EDITION
conference::journal of coastal research,proceeding::journal of coastal research::2018,HAS_EDITION
conference::nature clinical practice gastroenterology &hepatology,proceeding::nature clinical practice gastroenterology &hepatology::2008,HAS_EDITION
"conference::international conference on networking, sensing and control","proceeding::international conference on networking, sensing and control::2009",HAS_EDITION
conference::international symposium on applied machine intelligence and informatics,proceeding::international symposium on applied machine intelligence and informatics::2021,HAS_EDITION
conference::atmospheric and ocean optics,proceeding::atmospheric and ocean optics::2021,HAS_EDITION
conference::ieee international conference on mobile adhoc and sensor systems,proceeding::ieee international conference on mobile adhoc and sensor systems::2023,HAS_EDITION
conference::journal of physics d: applied physics,proceeding::journal of physics d: applied physics::2018,HAS_EDITION
conference::journal of solution chemistry,proceeding::journal of solution chemistry::2022,HAS_EDITION
conference::agricultural economics (zemědělská ekonomika),proceeding::agricultural economics (zemědělská ekonomika)::2018,HAS_EDITION
conference::applied physics a,proceeding::applied physics a::2016,HAS_EDITION
conference::spie optics + photonics,proceeding::spie optics + photonics::2006,HAS_EDITION
workshop::2019 asee zone i conference &amp; workshop proceedings,proceeding::2019 asee zone i conference &amp; workshop proceedings::2019,HAS_EDITION
conference::cartography and geographic information science,proceeding::cartography and geographic information science::2022,HAS_EDITION
conference::jurnal unitek,proceeding::jurnal unitek::2022,HAS_EDITION
conference::parent training for disruptive behavior,proceeding::parent training for disruptive behavior::2018,HAS_EDITION
conference::conference proceedings,proceeding::conference proceedings::2019,HAS_EDITION
conference::journal of the indonesian society of integrated chemistry,proceeding::journal of the indonesian society of integrated chemistry::2019,HAS_EDITION
conference::food security,proceeding::food security::2019,HAS_EDITION
conference::journal of advertising research,proceeding::journal of advertising research::2018,HAS_EDITION
conference::regional geology reviews,proceeding::regional geology reviews::2019,HAS_EDITION
"conference::ubiquitous computing, electronics & mobile communication conference","proceeding::ubiquitous computing, electronics & mobile communication conference::2025",HAS_EDITION
conference::ekonomika a spoločnosť,proceeding::ekonomika a spoločnosť::2022,HAS_EDITION
conference::turkish journal of agriculture - food science and technology,proceeding::turkish journal of agriculture - food science and technology::2021,HAS_EDITION
workshop::workshop on cognitive aspects of the lexicon,proceeding::workshop on cognitive aspects of the lexicon::2024,HAS_EDITION
conference::geophysics,proceeding::geophysics::2018,HAS_EDITION
conference::loughborough antennas and propagation conference,proceeding::loughborough antennas and propagation conference::2010,HAS_EDITION
conference::medical mycology,proceeding::medical mycology::2022,HAS_EDITION
conference::international journal of geotechnical engineering,proceeding::international journal of geotechnical engineering::2019,HAS_EDITION
conference::2022 ieee nigeria 4th international conference on disruptive technologies for sustainable development (nigercon),proceeding::2022 ieee nigeria 4th international conference on disruptive technologies for sustainable development (nigercon)::2022,HAS_EDITION
conference::proceedings of the 30th international conference on computer graphics and machine vision (graphicon 2020). part 2,proceeding::proceedings of the 30th international conference on computer graphics and machine vision (graphicon 2020). part 2::2020,HAS_EDITION
conference::mineralogical magazine,proceeding::mineralogical magazine::1979,HAS_EDITION
conference::international middle east power systems conference,proceeding::international middle east power systems conference::2016,HAS_EDITION
conference::qualitative research in financial markets,proceeding::qualitative research in financial markets::2022,HAS_EDITION
conference::[1990] proceedings. the twenty-second southeastern symposium on system theory,proceeding::[1990] proceedings. the twenty-second southeastern symposium on system theory::1990,HAS_EDITION
conference::engineering and technology journal,proceeding::engineering and technology journal::2022,HAS_EDITION
conference::asia communications and photonics conference and exhibition,proceeding::asia communications and photonics conference and exhibition::2009,HAS_EDITION
conference::2023 ieee 4th china international youth conference on electrical engineering (ciycee),proceeding::2023 ieee 4th china international youth conference on electrical engineering (ciycee)::2023,HAS_EDITION
conference::journal of immunology,proceeding::journal of immunology::2015,HAS_EDITION
conference::chemické zvesti,proceeding::chemické zvesti::2016,HAS_EDITION
conference::indonesian journal of agricultural research,proceeding::indonesian journal of agricultural research::2021,HAS_EDITION
conference::journal of applied statistics,proceeding::journal of applied statistics::2019,HAS_EDITION
conference::journal of geophysical research: atmospheres,proceeding::journal of geophysical research: atmospheres::2018,HAS_EDITION
conference::proceedings of 2011 6th international forum on strategic technology,proceeding::proceedings of 2011 6th international forum on strategic technology::2011,HAS_EDITION
conference::analytical chemistry,proceeding::analytical chemistry::2002,HAS_EDITION
conference::linguistics and culture review,proceeding::linguistics and culture review::2021,HAS_EDITION
conference::2010 11th specialist meeting on microwave radiometry and remote sensing of the environment,proceeding::2010 11th specialist meeting on microwave radiometry and remote sensing of the environment::2010,HAS_EDITION
conference::clinical phytoscience,proceeding::clinical phytoscience::2022,HAS_EDITION
conference::2025 international conference on sustainable communication networks and application (icscn),proceeding::2025 international conference on sustainable communication networks and application (icscn)::2025,HAS_EDITION
conference::feminist economics,proceeding::feminist economics::2022,HAS_EDITION
conference::international journal of health sciences,proceeding::international journal of health sciences::2021,HAS_EDITION
conference::earthquake engineering and engineering vibration,proceeding::earthquake engineering and engineering vibration::2019,HAS_EDITION
conference::inflammatory bowel diseases,proceeding::inflammatory bowel diseases::2010,HAS_EDITION
conference::international journal of agricultural economics,proceeding::international journal of agricultural economics::2020,HAS_EDITION
conference::cancer research,proceeding::cancer research::2022,HAS_EDITION
conference::jurnal paedagogy,proceeding::jurnal paedagogy::2021,HAS_EDITION
conference::sustainability,proceeding::sustainability::2022,HAS_EDITION
conference::conference on lasers and electro-optics,proceeding::conference on lasers and electro-optics::2002,HAS_EDITION
conference::american journal of epidemiology,proceeding::american journal of epidemiology::2009,HAS_EDITION
conference::medrxiv,proceeding::medrxiv::2024,HAS_EDITION
conference::volume 2: advanced manufacturing,proceeding::volume 2: advanced manufacturing::2025,HAS_EDITION
conference::2025 ieee international conference on advanced systems and emergent technologies (ic_aset),proceeding::2025 ieee international conference on advanced systems and emergent technologies (ic_aset)::2025,HAS_EDITION
conference::letters in spatial and resource sciences,proceeding::letters in spatial and resource sciences::2022,HAS_EDITION
conference::proceedings of 23rd scientific conference “scientific services & internet – 2021”,proceeding::proceedings of 23rd scientific conference “scientific services & internet – 2021”::2021,HAS_EDITION
conference::2006 2nd international conference on information & communication technologies,proceeding::2006 2nd international conference on information & communication technologies::2006,HAS_EDITION
conference::journal of immunology,proceeding::journal of immunology::2011,HAS_EDITION
conference::efsa supporting publications,proceeding::efsa supporting publications::2019,HAS_EDITION
conference::international conference on power electronics and artificial intelligence,proceeding::international conference on power electronics and artificial intelligence::2025,HAS_EDITION
conference::conference on designing for user experiences,proceeding::conference on designing for user experiences::2018,HAS_EDITION
conference::e3s web of conferences,proceeding::e3s web of conferences::2020,HAS_EDITION
conference::advances in data mining and database management,proceeding::advances in data mining and database management::2018,HAS_EDITION
conference::telemedicine journal and e-health,proceeding::telemedicine journal and e-health::2022,HAS_EDITION
conference::european annals of otorhinolaryngology head and neck diseases,proceeding::european annals of otorhinolaryngology head and neck diseases::2016,HAS_EDITION
conference::chemcatchem,proceeding::chemcatchem::2020,HAS_EDITION
conference::international symposium on multispectral image processing and pattern recognition,proceeding::international symposium on multispectral image processing and pattern recognition::2009,HAS_EDITION
conference::atmospheric and ocean optics,proceeding::atmospheric and ocean optics::2004,HAS_EDITION
conference::journal of low temperature physics,proceeding::journal of low temperature physics::2020,HAS_EDITION
conference::international conference on contemporary computing,proceeding::international conference on contemporary computing::2025,HAS_EDITION
conference::2024 second international conference on data science and information system (icdsis),proceeding::2024 second international conference on data science and information system (icdsis)::2024,HAS_EDITION
conference::research technology management,proceeding::research technology management::2022,HAS_EDITION
conference::international journal for research in applied science and engineering technology,proceeding::international journal for research in applied science and engineering technology::2022,HAS_EDITION
conference::open information science,proceeding::open information science::2020,HAS_EDITION
conference::journal of applied remote sensing,proceeding::journal of applied remote sensing::2020,HAS_EDITION
conference::international conference on graphic and image processing,proceeding::international conference on graphic and image processing::2011,HAS_EDITION
conference::jurnal pendidikan teknologi dan kejuruan,proceeding::jurnal pendidikan teknologi dan kejuruan::2018,HAS_EDITION
conference::journal of physics: conference series,proceeding::journal of physics: conference series::2021,HAS_EDITION
conference::batteries,proceeding::batteries::2023,HAS_EDITION
conference::youth academic annual conference of chinese association of automation,proceeding::youth academic annual conference of chinese association of automation::2024,HAS_EDITION
conference::ra journal of applied research,proceeding::ra journal of applied research::2022,HAS_EDITION
conference::innovare journal of medical sciences,proceeding::innovare journal of medical sciences::2021,HAS_EDITION
conference::medrxiv,proceeding::medrxiv::2021,HAS_EDITION
conference::2023 3rd international conference on innovative practices in technology and management (iciptm),proceeding::2023 3rd international conference on innovative practices in technology and management (iciptm)::2023,HAS_EDITION
conference::international journal of emerging trends in engineering research,proceeding::international journal of emerging trends in engineering research::2020,HAS_EDITION
conference::2025 5th international conference on expert clouds and applications (icoeca),proceeding::2025 5th international conference on expert clouds and applications (icoeca)::2025,HAS_EDITION
conference::quarterly journal of the royal meteorological society,proceeding::quarterly journal of the royal meteorological society::2020,HAS_EDITION
conference::ieee spectrum,proceeding::ieee spectrum::1978,HAS_EDITION
conference::journal of petroleum technology,proceeding::journal of petroleum technology::2022,HAS_EDITION
conference::indian journal of computer science and engineering,proceeding::indian journal of computer science and engineering::2021,HAS_EDITION
conference::international journal of population data science,proceeding::international journal of population data science::2018,HAS_EDITION
conference::archives of virology,proceeding::archives of virology::2017,HAS_EDITION
conference::microscopy and microanalysis,proceeding::microscopy and microanalysis::2018,HAS_EDITION
conference::lecture notes in electrical engineering,proceeding::lecture notes in electrical engineering::2018,HAS_EDITION
conference::frontiers of chemical science and engineering,proceeding::frontiers of chemical science and engineering::2022,HAS_EDITION
conference::critical social policy,proceeding::critical social policy::2019,HAS_EDITION
conference::journal of physics: conference series,proceeding::journal of physics: conference series::2021,HAS_EDITION
workshop::2016 30th international conference on advanced information networking and applications workshops (waina),proceeding::2016 30th international conference on advanced information networking and applications workshops (waina)::2016,HAS_EDITION
"conference::2022 international conference on intelligent technology, system and service for internet of everything (itss-ioe)","proceeding::2022 international conference on intelligent technology, system and service for internet of everything (itss-ioe)::2022",HAS_EDITION
conference::international conference computing methodologies and communication,proceeding::international conference computing methodologies and communication::2020,HAS_EDITION
conference::applied sciences,proceeding::applied sciences::2018,HAS_EDITION
conference::the social science,proceeding::the social science::2022,HAS_EDITION
conference::2022 2nd international conference on electronic information technology and smart agriculture (iceitsa),proceeding::2022 2nd international conference on electronic information technology and smart agriculture (iceitsa)::2022,HAS_EDITION
conference::international journal of humanities and social sciences,proceeding::international journal of humanities and social sciences::2020,HAS_EDITION
conference::advances in library and information science,proceeding::advances in library and information science::2021,HAS_EDITION
conference::nature physics,proceeding::nature physics::2011,HAS_EDITION
conference::frontiers of engineering management,proceeding::frontiers of engineering management::2019,HAS_EDITION
conference::international conference on information science and engineering,proceeding::international conference on information science and engineering::2019,HAS_EDITION
conference::intelligent and fuzzy techniques in big data analytics and decision making,proceeding::intelligent and fuzzy techniques in big data analytics and decision making::2019,HAS_EDITION
conference::aeronautics and aerospace open access journal,proceeding::aeronautics and aerospace open access journal::2019,HAS_EDITION
conference::sustainability,proceeding::sustainability::2018,HAS_EDITION
"conference::2022 smart technologies, communication and robotics (stcr)","proceeding::2022 smart technologies, communication and robotics (stcr)::2022",HAS_EDITION
conference::american statistician,proceeding::american statistician::2019,HAS_EDITION
conference::caml review / revue de l acbm,proceeding::caml review / revue de l acbm::2001,HAS_EDITION
conference::european journal of training and development,proceeding::european journal of training and development::2019,HAS_EDITION
conference::medrxiv,proceeding::medrxiv::2024,HAS_EDITION
conference::2024 international conference on advances in electrical engineering and computer applications (aeeca),proceeding::2024 international conference on advances in electrical engineering and computer applications (aeeca)::2024,HAS_EDITION
conference::proceedings of the 2024 9th international conference on cyber security and information engineering,proceeding::proceedings of the 2024 9th international conference on cyber security and information engineering::2024,HAS_EDITION
conference::the aesthetics and politics of the online self,proceeding::the aesthetics and politics of the online self::2016,HAS_EDITION
conference::biodiversity information science and standards,proceeding::biodiversity information science and standards::2019,HAS_EDITION
conference::advanced computing in industrial mathematics,proceeding::advanced computing in industrial mathematics::2017,HAS_EDITION
conference::physics in perspective,proceeding::physics in perspective::2016,HAS_EDITION
conference::live campaigns,proceeding::live campaigns::2018,HAS_EDITION
conference::journal of transport geography,proceeding::journal of transport geography::2021,HAS_EDITION
conference::acm cloud and autonomic computing conference,proceeding::acm cloud and autonomic computing conference::2024,HAS_EDITION
conference::2020 international conference on educational training and educational phenomena (icetep2020),proceeding::2020 international conference on educational training and educational phenomena (icetep2020)::2020,HAS_EDITION
conference::2019 ieee 8th international conference on advanced power system automation and protection (apap),proceeding::2019 ieee 8th international conference on advanced power system automation and protection (apap)::2019,HAS_EDITION
conference::sustainability,proceeding::sustainability::2023,HAS_EDITION
conference::journal of animal science,proceeding::journal of animal science::2021,HAS_EDITION
conference::journal of southern hemisphere earth systems science,proceeding::journal of southern hemisphere earth systems science::2020,HAS_EDITION
conference::bandung conference series: statistics,proceeding::bandung conference series: statistics::2022,HAS_EDITION
conference::international journal for research in applied science and engineering technology,proceeding::international journal for research in applied science and engineering technology::2022,HAS_EDITION
"conference::proceedings of the 2022 international conference on computer science, information engineering and digital economy (csiede 2022)","proceeding::proceedings of the 2022 international conference on computer science, information engineering and digital economy (csiede 2022)::2022",HAS_EDITION
conference::proceedings of the international conference on policies and economics measures for agricultural development (agrodeveco 2020),proceeding::proceedings of the international conference on policies and economics measures for agricultural development (agrodeveco 2020)::2020,HAS_EDITION
conference::2022 2nd international conference on big data engineering and education (bdee),proceeding::2022 2nd international conference on big data engineering and education (bdee)::2022,HAS_EDITION
conference::hydrology and earth system sciences,proceeding::hydrology and earth system sciences::2020,HAS_EDITION
conference::al-ishlah: jurnal pendidikan,proceeding::al-ishlah: jurnal pendidikan::2022,HAS_EDITION
conference::ieee transactions on applied superconductivity,proceeding::ieee transactions on applied superconductivity::2016,HAS_EDITION
conference::international journal of recent technology and engineering,proceeding::international journal of recent technology and engineering::2019,HAS_EDITION
conference::social science research network,proceeding::social science research network::2019,HAS_EDITION
conference::intersections,proceeding::intersections::2019,HAS_EDITION
conference::china economic review,proceeding::china economic review::2017,HAS_EDITION
conference::data intensive storage services for cloud environments,proceeding::data intensive storage services for cloud environments::2013,HAS_EDITION
conference::chinese control and decision conference,proceeding::chinese control and decision conference::2020,HAS_EDITION
"conference::international conference on computing, communication and automation","proceeding::international conference on computing, communication and automation::2021",HAS_EDITION
"conference::ieee uttar pradesh section international conference on electrical, computer and electronics engineering","proceeding::ieee uttar pradesh section international conference on electrical, computer and electronics engineering::2022",HAS_EDITION
conference::ecs transactions,proceeding::ecs transactions::2022,HAS_EDITION
conference::journal of computer science,proceeding::journal of computer science::2019,HAS_EDITION
conference::headache,proceeding::headache::2014,HAS_EDITION
conference::international journal of innovative technology and exploring engineering,proceeding::international journal of innovative technology and exploring engineering::2020,HAS_EDITION
"conference::ieee symposium on business, engineering and industrial applications","proceeding::ieee symposium on business, engineering and industrial applications::2011",HAS_EDITION
workshop::2024 ivannikov memorial workshop (ivmem),proceeding::2024 ivannikov memorial workshop (ivmem)::2024,HAS_EDITION
conference::social science research network,proceeding::social science research network::2019,HAS_EDITION
conference::international conference on electrical engineering and informatics,proceeding::international conference on electrical engineering and informatics::2017,HAS_EDITION
conference::muhammadiyah international public health and medicine proceeding,proceeding::muhammadiyah international public health and medicine proceeding::2021,HAS_EDITION
conference::engineering headway,proceeding::engineering headway::2026,HAS_EDITION
workshop::aina workshops,proceeding::aina workshops::2019,HAS_EDITION
conference::jurnal ilmiah teunuleh,proceeding::jurnal ilmiah teunuleh::2021,HAS_EDITION
conference::2023 international conference on artificial intelligence for innovations in healthcare industries (icaiihi),proceeding::2023 international conference on artificial intelligence for innovations in healthcare industries (icaiihi)::2023,HAS_EDITION
"workshop::proceedings of the proceedings of 1st workshop on environmental science, society, and technology, westech 2018, december 8th, 2018, medan, indonesia","proceeding::proceedings of the proceedings of 1st workshop on environmental science, society, and technology, westech 2018, december 8th, 2018, medan, indonesia::2019",HAS_EDITION
conference::2021 international conference on big data analysis and computer science (bdacs),proceeding::2021 international conference on big data analysis and computer science (bdacs)::2021,HAS_EDITION
conference::2020 6th international conference on big data and information analytics (bigdia),proceeding::2020 6th international conference on big data and information analytics (bigdia)::2020,HAS_EDITION
conference::ieee conference on industrial electronics and applications,proceeding::ieee conference on industrial electronics and applications::2007,HAS_EDITION
conference::sirius - zeitschrift für strategische analysen,proceeding::sirius - zeitschrift für strategische analysen::2022,HAS_EDITION
conference::grenek music journal,proceeding::grenek music journal::2018,HAS_EDITION
conference::synthesis lectures on communications,proceeding::synthesis lectures on communications::2012,HAS_EDITION
conference::international journal of electrical and computer engineering (ijece),proceeding::international journal of electrical and computer engineering (ijece)::2021,HAS_EDITION
conference::social science research network,proceeding::social science research network::2014,HAS_EDITION
workshop::anais do brazilian e-science workshop (bresci),proceeding::anais do brazilian e-science workshop (bresci)::2018,HAS_EDITION
conference::tecciencia,proceeding::tecciencia::2020,HAS_EDITION
conference::international conference civil engineering and architecture,proceeding::international conference civil engineering and architecture::2024,HAS_EDITION
workshop::2022 moscow workshop on electronic and networking technologies (mwent),proceeding::2022 moscow workshop on electronic and networking technologies (mwent)::2022,HAS_EDITION
"conference::2018 international conference on information , communication, engineering and technology (icicet)","proceeding::2018 international conference on information , communication, engineering and technology (icicet)::2018",HAS_EDITION
conference::smart,proceeding::smart::2016,HAS_EDITION
conference::international journal of emerging trends in social sciences,proceeding::international journal of emerging trends in social sciences::2019,HAS_EDITION
conference::conference on industrial electronics and applications,proceeding::conference on industrial electronics and applications::2021,HAS_EDITION
conference::applied sciences,proceeding::applied sciences::2019,HAS_EDITION
"conference::international conference on intelligent transportation, big data and smart city","proceeding::international conference on intelligent transportation, big data and smart city::2019",HAS_EDITION
conference::2022 international conference on artificial intelligence and autonomous robot systems (aiars),proceeding::2022 international conference on artificial intelligence and autonomous robot systems (aiars)::2022,HAS_EDITION
conference::international conferences on innovation in artificial intelligence,proceeding::international conferences on innovation in artificial intelligence::2018,HAS_EDITION
conference::advances in building energy research,proceeding::advances in building energy research::2020,HAS_EDITION
"conference::international symposium on robotics, artificial intelligence, and information engineering","proceeding::international symposium on robotics, artificial intelligence, and information engineering::2022",HAS_EDITION
conference::genome biology,proceeding::genome biology::2019,HAS_EDITION
conference::social science research network,proceeding::social science research network::2019,HAS_EDITION
conference::other conferences,proceeding::other conferences::2021,HAS_EDITION
conference::encyclopedia of big data technologies,proceeding::encyclopedia of big data technologies::2019,HAS_EDITION
conference::elipsoida,proceeding::elipsoida::2018,HAS_EDITION
conference::other conferences,proceeding::other conferences::2024,HAS_EDITION
conference::ieee joint international information technology and artificial intelligence conference,proceeding::ieee joint international information technology and artificial intelligence conference::2019,HAS_EDITION
conference::the journal of environmental education,proceeding::the journal of environmental education::2021,HAS_EDITION
conference::advances in intelligent systems and computing,proceeding::advances in intelligent systems and computing::2018,HAS_EDITION
conference::big earth data,proceeding::big earth data::2022,HAS_EDITION
"conference::2018 eleventh international conference ""management of large-scale system development"" (mlsd","proceeding::2018 eleventh international conference ""management of large-scale system development"" (mlsd::2018",HAS_EDITION
conference::vidya karya,proceeding::vidya karya::2018,HAS_EDITION
conference::iop conference series: earth and environment,proceeding::iop conference series: earth and environment::2020,HAS_EDITION
conference::journal of it cases and applications,proceeding::journal of it cases and applications::2021,HAS_EDITION
"conference::proceedings of the 2020 4th international seminar on education, management and social sciences (isemss 2020)","proceeding::proceedings of the 2020 4th international seminar on education, management and social sciences (isemss 2020)::2020",HAS_EDITION
conference::sae technical paper series,proceeding::sae technical paper series::2024,HAS_EDITION
conference::competition commission of india journal on competition law and policy,proceeding::competition commission of india journal on competition law and policy::2022,HAS_EDITION
conference::applied sciences,proceeding::applied sciences::2022,HAS_EDITION
conference::revista eletrônica da educação,proceeding::revista eletrônica da educação::2021,HAS_EDITION
conference::solar physics,proceeding::solar physics::2013,HAS_EDITION
conference::journal of engineering for gas turbines and power,proceeding::journal of engineering for gas turbines and power::2019,HAS_EDITION
