from,to,type
journal::sigmod conference,volume::sigmod conference::2019,HAS_VOLUME
journal::sigmod conference,volume::sigmod conference::2014,HAS_VOLUME
journal::annual international acm sigir conference on research and development in information retrieval,volume::annual international acm sigir conference on research and development in information retrieval::2013,HAS_VOLUME
journal::information fusion,volume::information fusion::2019,HAS_VOLUME
journal::acm conference on recommender systems,volume::acm conference on recommender systems::2024,HAS_VOLUME
journal::knowledge and information systems,volume::knowledge and information systems::2005,HAS_VOLUME
journal::geoinformatica,volume::geoinformatica::2014,HAS_VOLUME
journal::evidence-based medicine,volume::evidence-based medicine::2014,HAS_VOLUME
journal::international symposium on visual computing,volume::international symposium on visual computing::2010,HAS_VOLUME
journal::international conference on data technologies and applications,volume::international conference on data technologies and applications::2019,HAS_VOLUME
journal::acm transactions on management information systems,volume::acm transactions on management information systems::2019,HAS_VOLUME
journal::quality of life research,volume::quality of life research::2021,HAS_VOLUME
journal::evolutionary systematics,volume::evolutionary systematics::2020,HAS_VOLUME
journal::bioinform.,volume::bioinform.::2010,HAS_VOLUME
"journal::proceedings. international database engineering and applications symposium, 2004. ideas '04.","volume::proceedings. international database engineering and applications symposium, 2004. ideas '04.::2004",HAS_VOLUME
journal::international symposium on mathematical foundations of computer science,volume::international symposium on mathematical foundations of computer science::1980,HAS_VOLUME
journal::cluster computing,volume::cluster computing::2017,HAS_VOLUME
journal::aaai conference on artificial intelligence,volume::aaai conference on artificial intelligence::2011,HAS_VOLUME
"journal::18th ieee annual conference on computational complexity, 2003. proceedings.","volume::18th ieee annual conference on computational complexity, 2003. proceedings.::2003",HAS_VOLUME
journal::journal of computational science and technology,volume::journal of computational science and technology::2016,HAS_VOLUME
journal::applied intelligence (boston),volume::applied intelligence (boston)::2023,HAS_VOLUME
journal::ieee international conference on data engineering,volume::ieee international conference on data engineering::2021,HAS_VOLUME
journal::jacm,volume::jacm::1985,HAS_VOLUME
journal::north american chapter of the association for computational linguistics,volume::north american chapter of the association for computational linguistics::2025,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2010,HAS_VOLUME
journal::journal of women's health,volume::journal of women's health::2011,HAS_VOLUME
journal::the web conference,volume::the web conference::2024,HAS_VOLUME
journal::journal of medical internet research,volume::journal of medical internet research::2023,HAS_VOLUME
journal::knowledge discovery and data mining,volume::knowledge discovery and data mining::2023,HAS_VOLUME
journal::foundations and trends® in theoretical computer science,volume::foundations and trends® in theoretical computer science::2014,HAS_VOLUME
journal::neural information processing systems,volume::neural information processing systems::2023,HAS_VOLUME
journal::international conferences on biological information and biomedical engineering,volume::international conferences on biological information and biomedical engineering::2010,HAS_VOLUME
journal::international conference on computers for handicapped persons,volume::international conference on computers for handicapped persons::2020,HAS_VOLUME
journal::scientific reports,volume::scientific reports::2024,HAS_VOLUME
journal::aaps journal,volume::aaps journal::2010,HAS_VOLUME
journal::international conference on database theory,volume::international conference on database theory::2007,HAS_VOLUME
journal::british journal of dermatology,volume::british journal of dermatology::2018,HAS_VOLUME
journal::journal of contemporary studies in library and information science,volume::journal of contemporary studies in library and information science::2023,HAS_VOLUME
journal::surgical endoscopy,volume::surgical endoscopy::2024,HAS_VOLUME
journal::international conference on conceptual structures,volume::international conference on conceptual structures::2007,HAS_VOLUME
journal::discrete & computational geometry,volume::discrete & computational geometry::1987,HAS_VOLUME
journal::ieee communications magazine,volume::ieee communications magazine::2014,HAS_VOLUME
journal::scientific programming,volume::scientific programming::2020,HAS_VOLUME
journal::apl conference,volume::apl conference::1979,HAS_VOLUME
journal::genome research,volume::genome research::2003,HAS_VOLUME
journal::biorxiv,volume::biorxiv::2023,HAS_VOLUME
journal::ieee transactions on visualization and computer graphics,volume::ieee transactions on visualization and computer graphics::2009,HAS_VOLUME
journal::journal of shoulder and elbow surgery,volume::journal of shoulder and elbow surgery::2021,HAS_VOLUME
journal::time,volume::time::2019,HAS_VOLUME
journal::clinical cancer research,volume::clinical cancer research::2020,HAS_VOLUME
journal::conference on innovative data systems research,volume::conference on innovative data systems research::2025,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2014,HAS_VOLUME
journal::british national conference on databases,volume::british national conference on databases::1996,HAS_VOLUME
journal::multimedia '99,volume::multimedia '99::1999,HAS_VOLUME
journal::annual international acm sigir conference on research and development in information retrieval,volume::annual international acm sigir conference on research and development in information retrieval::1993,HAS_VOLUME
journal::expert systems with applications,volume::expert systems with applications::2024,HAS_VOLUME
journal::international conference on database theory,volume::international conference on database theory::2020,HAS_VOLUME
journal::international conference on model-driven engineering and software development,volume::international conference on model-driven engineering and software development::2022,HAS_VOLUME
journal::biorxiv,volume::biorxiv::2021,HAS_VOLUME
journal::molecular ecology resources,volume::molecular ecology resources::2024,HAS_VOLUME
journal::italian national conference on sensors,volume::italian national conference on sensors::2022,HAS_VOLUME
journal::distributed and parallel databases,volume::distributed and parallel databases::2013,HAS_VOLUME
journal::tods,volume::tods::2007,HAS_VOLUME
journal::journal of information processing,volume::journal of information processing::2014,HAS_VOLUME
journal::voprosy ekonomiki,volume::voprosy ekonomiki::2024,HAS_VOLUME
journal::int. j. artif. intell. tools,volume::int. j. artif. intell. tools::2006,HAS_VOLUME
journal::international conference on information and knowledge management,volume::international conference on information and knowledge management::2006,HAS_VOLUME
journal::genetics in medicine,volume::genetics in medicine::2021,HAS_VOLUME
journal::ieee international conference on data engineering,volume::ieee international conference on data engineering::2018,HAS_VOLUME
journal::concurrency and computation,volume::concurrency and computation::2021,HAS_VOLUME
journal::intelligent systems in molecular biology,volume::intelligent systems in molecular biology::1998,HAS_VOLUME
journal::acm multimedia,volume::acm multimedia::2010,HAS_VOLUME
journal::blood,volume::blood::2023,HAS_VOLUME
journal::international conference on statistical and scientific database management,volume::international conference on statistical and scientific database management::2008,HAS_VOLUME
journal::bmc geriatrics,volume::bmc geriatrics::2025,HAS_VOLUME
journal::ieee transactions on dependable and secure computing,volume::ieee transactions on dependable and secure computing::2022,HAS_VOLUME
journal::international conference on information and knowledge management,volume::international conference on information and knowledge management::2020,HAS_VOLUME
journal::human reproduction open,volume::human reproduction open::2025,HAS_VOLUME
journal::data & knowledge engineering,volume::data & knowledge engineering::1994,HAS_VOLUME
journal::international conference on knowledge discovery and information retrieval,volume::international conference on knowledge discovery and information retrieval::2016,HAS_VOLUME
journal::english language teaching,volume::english language teaching::2023,HAS_VOLUME
journal::acm sigact-sigmod-sigart symposium on principles of database systems,volume::acm sigact-sigmod-sigart symposium on principles of database systems::2004,HAS_VOLUME
journal::tods,volume::tods::2003,HAS_VOLUME
journal::annual srii global conference,volume::annual srii global conference::2012,HAS_VOLUME
journal::avocetta,volume::avocetta::2024,HAS_VOLUME
journal::karst science days symposium proceedings,volume::karst science days symposium proceedings::2025,HAS_VOLUME
journal::sigmod conference,volume::sigmod conference::2006,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2023,HAS_VOLUME
journal::international journal for research in applied science and engineering technology,volume::international journal for research in applied science and engineering technology::2025,HAS_VOLUME
"journal::protein engineering, design & selection : peds","volume::protein engineering, design & selection : peds::2007",HAS_VOLUME
journal::international symposium on computers and communications,volume::international symposium on computers and communications::2020,HAS_VOLUME
journal::joint international conference of semantic technology,volume::joint international conference of semantic technology::2018,HAS_VOLUME
journal::journal of indo-pacific archaeology,volume::journal of indo-pacific archaeology::2020,HAS_VOLUME
"journal::sbv journal of basic, clinical and applied health science","volume::sbv journal of basic, clinical and applied health science::2024",HAS_VOLUME
journal::medical informatics europe,volume::medical informatics europe::2022,HAS_VOLUME
journal::bioinform.,volume::bioinform.::2019,HAS_VOLUME
journal::international journal of intelligent information and database systems,volume::international journal of intelligent information and database systems::2008,HAS_VOLUME
journal::international conference on information processing and management of uncertainty,volume::international conference on information processing and management of uncertainty::2014,HAS_VOLUME
journal::annual international acm sigir conference on research and development in information retrieval,volume::annual international acm sigir conference on research and development in information retrieval::2012,HAS_VOLUME
journal::information processing & management,volume::information processing & management::1985,HAS_VOLUME
journal::international conference on geoinformatics and data analysis,volume::international conference on geoinformatics and data analysis::2023,HAS_VOLUME
journal::ieee infocom 2016 - the 35th annual ieee international conference on computer communications,volume::ieee infocom 2016 - the 35th annual ieee international conference on computer communications::2016,HAS_VOLUME
journal::journal of trauma and acute care surgery,volume::journal of trauma and acute care surgery::2024,HAS_VOLUME
journal::omics,volume::omics::2003,HAS_VOLUME
journal::sigmod conference,volume::sigmod conference::1999,HAS_VOLUME
"journal::2007 ieee international conference on research, innovation and vision for the future","volume::2007 ieee international conference on research, innovation and vision for the future::2007",HAS_VOLUME
journal::bioinform.,volume::bioinform.::2007,HAS_VOLUME
journal::medical physics (lancaster),volume::medical physics (lancaster)::2012,HAS_VOLUME
journal::lsc@icmr,volume::lsc@icmr::2024,HAS_VOLUME
journal::iberian conference on pattern recognition and image analysis,volume::iberian conference on pattern recognition and image analysis::2011,HAS_VOLUME
journal::2007 ieee symposium on visual analytics science and technology,volume::2007 ieee symposium on visual analytics science and technology::2007,HAS_VOLUME
journal::[1992] proceedings fifth annual ieee symposium on computer-based medical systems,volume::[1992] proceedings fifth annual ieee symposium on computer-based medical systems::1992,HAS_VOLUME
journal::frontiers of computer science,volume::frontiers of computer science::2023,HAS_VOLUME
journal::cancer management and research,volume::cancer management and research::2018,HAS_VOLUME
journal::international conference on wirtschaftsinformatik,volume::international conference on wirtschaftsinformatik::2004,HAS_VOLUME
journal::electronic commerce research and applications,volume::electronic commerce research and applications::2003,HAS_VOLUME
journal::proceedings of the nutrition society,volume::proceedings of the nutrition society::2023,HAS_VOLUME
journal::joint international conference of semantic technology,volume::joint international conference of semantic technology::2016,HAS_VOLUME
journal::theoretical aspects of software engineering,volume::theoretical aspects of software engineering::2024,HAS_VOLUME
journal::acta informatica medica : aim : journal of the society for medical informatics of bosnia & herzegovina : casopis drustva za medicinsku informatiku bih,volume::acta informatica medica : aim : journal of the society for medical informatics of bosnia & herzegovina : casopis drustva za medicinsku informatiku bih::2024,HAS_VOLUME
journal::neural networks,volume::neural networks::2023,HAS_VOLUME
journal::journal of social and organizational matters,volume::journal of social and organizational matters::2025,HAS_VOLUME
journal::ieee symposium on field-programmable custom computing machines,volume::ieee symposium on field-programmable custom computing machines::2023,HAS_VOLUME
journal::international conference on computer science and information technologies,volume::international conference on computer science and information technologies::2022,HAS_VOLUME
journal::acm-sigplan international conference on principles and practice of declarative programming,volume::acm-sigplan international conference on principles and practice of declarative programming::2010,HAS_VOLUME
journal::international conference on computer science and software engineering,volume::international conference on computer science and software engineering::2008,HAS_VOLUME
journal::european journal of endocrinology,volume::european journal of endocrinology::2020,HAS_VOLUME
journal::knowledge-based systems,volume::knowledge-based systems::2012,HAS_VOLUME
journal::2008 the ninth international conference on web-age information management,volume::2008 the ninth international conference on web-age information management::2008,HAS_VOLUME
journal::sigmod conference,volume::sigmod conference::2009,HAS_VOLUME
journal::guidelines and standards of chinese medicine,volume::guidelines and standards of chinese medicine::2024,HAS_VOLUME
journal::2011 ieee fifth international conference on semantic computing,volume::2011 ieee fifth international conference on semantic computing::2011,HAS_VOLUME
journal::the american surgeon,volume::the american surgeon::2017,HAS_VOLUME
journal::data & knowledge engineering,volume::data & knowledge engineering::2001,HAS_VOLUME
journal::datenbank-spektrum,volume::datenbank-spektrum::2017,HAS_VOLUME
journal::journal of king saud university: computer and information sciences,volume::journal of king saud university: computer and information sciences::2016,HAS_VOLUME
journal::petra,volume::petra::2024,HAS_VOLUME
journal::ieee international conference on industrial engineering and engineering management,volume::ieee international conference on industrial engineering and engineering management::2011,HAS_VOLUME
journal::brilliance research of artificial intelligence,volume::brilliance research of artificial intelligence::2025,HAS_VOLUME
journal::iacr cryptology eprint archive,volume::iacr cryptology eprint archive::2022,HAS_VOLUME
journal::journal of gastrointestinal surgery,volume::journal of gastrointestinal surgery::2015,HAS_VOLUME
journal::international conference on extending database technology,volume::international conference on extending database technology::2021,HAS_VOLUME
journal::ieee international conference on data engineering,volume::ieee international conference on data engineering::2007,HAS_VOLUME
journal::information sciences,volume::information sciences::1998,HAS_VOLUME
journal::neuroepidemiology,volume::neuroepidemiology::2024,HAS_VOLUME
journal::arxiv.org,volume::arxiv.org::2026,HAS_VOLUME
journal::communication systems and applications,volume::communication systems and applications::2006,HAS_VOLUME
journal::journal of chemical information and modeling,volume::journal of chemical information and modeling::2010,HAS_VOLUME
journal::international conference on information systems security and privacy,volume::international conference on information systems security and privacy::2018,HAS_VOLUME
journal::european conference on information retrieval,volume::european conference on information retrieval::2020,HAS_VOLUME
journal::pattern recognition,volume::pattern recognition::2023,HAS_VOLUME
journal::international conference on electronic commerce and web technologies,volume::international conference on electronic commerce and web technologies::2005,HAS_VOLUME
journal::knowledge-based systems,volume::knowledge-based systems::2025,HAS_VOLUME
journal::conference on empirical methods in natural language processing,volume::conference on empirical methods in natural language processing::2025,HAS_VOLUME
journal::ieee international conference on network protocols,volume::ieee international conference on network protocols::2018,HAS_VOLUME
journal::international journal for sciences and technology,volume::international journal for sciences and technology::2025,HAS_VOLUME
journal::eastern-european journal of enterprise technologies,volume::eastern-european journal of enterprise technologies::2024,HAS_VOLUME
journal::indian journal of information sources and services,volume::indian journal of information sources and services::2025,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2025,HAS_VOLUME
journal::john vincent atanasoff symposium,volume::john vincent atanasoff symposium::2006,HAS_VOLUME
journal::acm-siam symposium on discrete algorithms,volume::acm-siam symposium on discrete algorithms::2006,HAS_VOLUME
journal::ieee pervasive computing,volume::ieee pervasive computing::2003,HAS_VOLUME
"journal::international joint conference on knowledge discovery, knowledge engineering and knowledge management","volume::international joint conference on knowledge discovery, knowledge engineering and knowledge management::2010",HAS_VOLUME
journal::2014 ieee international conference on big data (big data),volume::2014 ieee international conference on big data (big data)::2014,HAS_VOLUME
journal::current directions in biomedical engineering,volume::current directions in biomedical engineering::2023,HAS_VOLUME
journal::electronic imaging,volume::electronic imaging::1993,HAS_VOLUME
journal::msystems,volume::msystems::2023,HAS_VOLUME
journal::ieee transactions on intelligent transportation systems (print),volume::ieee transactions on intelligent transportation systems (print)::2022,HAS_VOLUME
journal::chemical sensors,volume::chemical sensors::2019,HAS_VOLUME
journal::ieee access,volume::ieee access::2025,HAS_VOLUME
journal::the sea,volume::the sea::2014,HAS_VOLUME
journal::journal of intelligence and information systems,volume::journal of intelligence and information systems::2019,HAS_VOLUME
journal::international conference on information and knowledge management,volume::international conference on information and knowledge management::2011,HAS_VOLUME
journal::ieee transactions on instrumentation and measurement,volume::ieee transactions on instrumentation and measurement::2023,HAS_VOLUME
journal::american journal of medicine open,volume::american journal of medicine open::2023,HAS_VOLUME
journal::acm symposium on parallelism in algorithms and architectures,volume::acm symposium on parallelism in algorithms and architectures::1993,HAS_VOLUME
"journal::2013 eighth international conference on p2p, parallel, grid, cloud and internet computing","volume::2013 eighth international conference on p2p, parallel, grid, cloud and internet computing::2013",HAS_VOLUME
journal::international conference on database systems for advanced applications,volume::international conference on database systems for advanced applications::2007,HAS_VOLUME
journal::international web rule symposium,volume::international web rule symposium::2006,HAS_VOLUME
journal::information systems,volume::information systems::2007,HAS_VOLUME
journal::annual international acm sigir conference on research and development in information retrieval,volume::annual international acm sigir conference on research and development in information retrieval::1979,HAS_VOLUME
journal::international symposium on autonomous decentralized systems,volume::international symposium on autonomous decentralized systems::2007,HAS_VOLUME
journal::neurocomputing,volume::neurocomputing::2020,HAS_VOLUME
journal::jmir aging,volume::jmir aging::2020,HAS_VOLUME
journal::gynecologic oncology,volume::gynecologic oncology::2020,HAS_VOLUME
journal::social science & medicine (1967),volume::social science & medicine (1967)::2018,HAS_VOLUME
journal::ieee international conference on data engineering,volume::ieee international conference on data engineering::2025,HAS_VOLUME
journal::journal of islamic accounting and business research,volume::journal of islamic accounting and business research::2026,HAS_VOLUME
journal::journal of trauma and acute care surgery,volume::journal of trauma and acute care surgery::2016,HAS_VOLUME
journal::journal of medical systems,volume::journal of medical systems::2012,HAS_VOLUME
journal::international journal of multimedia information retrieval,volume::international journal of multimedia information retrieval::2015,HAS_VOLUME
journal::journal of orthopaedic surgery,volume::journal of orthopaedic surgery::2019,HAS_VOLUME
journal::european journal of cancer prevention,volume::european journal of cancer prevention::2004,HAS_VOLUME
journal::ieee internet of things journal,volume::ieee internet of things journal::2023,HAS_VOLUME
journal::neural information processing systems,volume::neural information processing systems::2024,HAS_VOLUME
journal::biorxiv,volume::biorxiv::2026,HAS_VOLUME
journal::international conference on smart multimedia,volume::international conference on smart multimedia::2007,HAS_VOLUME
journal::journal of american college health,volume::journal of american college health::2025,HAS_VOLUME
journal::acm sigmod conference,volume::acm sigmod conference::2007,HAS_VOLUME
journal::brazilian symposium on information systems,volume::brazilian symposium on information systems::2012,HAS_VOLUME
journal::database j. biol. databases curation,volume::database j. biol. databases curation::2010,HAS_VOLUME
journal::genetics and molecular biology,volume::genetics and molecular biology::2020,HAS_VOLUME
journal::international conference on frontiers in intelligent computing: theory and applications,volume::international conference on frontiers in intelligent computing: theory and applications::2020,HAS_VOLUME
journal::european journal of cell biology,volume::european journal of cell biology::2023,HAS_VOLUME
journal::journal of computing science and engineering,volume::journal of computing science and engineering::2007,HAS_VOLUME
journal::international conference on software and data technologies,volume::international conference on software and data technologies::2006,HAS_VOLUME
journal::sigmod conference companion,volume::sigmod conference companion::2023,HAS_VOLUME
journal::ieee transactions on parallel and distributed systems,volume::ieee transactions on parallel and distributed systems::2015,HAS_VOLUME
journal::indian journal of orthopaedics,volume::indian journal of orthopaedics::2020,HAS_VOLUME
journal::protein science,volume::protein science::2021,HAS_VOLUME
journal::bmc genomics,volume::bmc genomics::2008,HAS_VOLUME
journal::proceedings / international conference on data engineering,volume::proceedings / international conference on data engineering::2004,HAS_VOLUME
journal::ieee global conference on signal and information processing,volume::ieee global conference on signal and information processing::2013,HAS_VOLUME
journal::chi conference companion,volume::chi conference companion::1996,HAS_VOLUME
journal::korean institute of smart media,volume::korean institute of smart media::2025,HAS_VOLUME
journal::the journal of information systems,volume::the journal of information systems::2007,HAS_VOLUME
journal::annual international acm sigir conference on research and development in information retrieval,volume::annual international acm sigir conference on research and development in information retrieval::2002,HAS_VOLUME
journal::symposium on the theory of computing,volume::symposium on the theory of computing::2024,HAS_VOLUME
journal::beyondmr@sigmod,volume::beyondmr@sigmod::2017,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2018,HAS_VOLUME
journal::ictact journal on communication technology,volume::ictact journal on communication technology::2016,HAS_VOLUME
journal::international conference on conceptual structures,volume::international conference on conceptual structures::2003,HAS_VOLUME
journal::soft measurements and computing,volume::soft measurements and computing::2025,HAS_VOLUME
journal::clinical cancer research,volume::clinical cancer research::2014,HAS_VOLUME
journal::bulletin of the american meteorological society - (bams),volume::bulletin of the american meteorological society - (bams)::2024,HAS_VOLUME
journal::jmir medical informatics,volume::jmir medical informatics::2024,HAS_VOLUME
journal::plastic and reconstructive surgery,volume::plastic and reconstructive surgery::2020,HAS_VOLUME
journal::proceedings thirteenth international conference on scientific and statistical database management. ssdbm 2001,volume::proceedings thirteenth international conference on scientific and statistical database management. ssdbm 2001::2001,HAS_VOLUME
journal::web search and data mining,volume::web search and data mining::2014,HAS_VOLUME
journal::information resources management journal,volume::information resources management journal::2008,HAS_VOLUME
journal::scg '95,volume::scg '95::1995,HAS_VOLUME
journal::knowledge and information systems,volume::knowledge and information systems::2012,HAS_VOLUME
journal::acm-siam symposium on discrete algorithms,volume::acm-siam symposium on discrete algorithms::2017,HAS_VOLUME
journal::frontiers of computer science,volume::frontiers of computer science::2015,HAS_VOLUME
journal::international conference on language resources and evaluation,volume::international conference on language resources and evaluation::2024,HAS_VOLUME
journal::symposium on small systems,volume::symposium on small systems::1981,HAS_VOLUME
journal::journal of artificial intelligence &amp; cloud computing,volume::journal of artificial intelligence &amp; cloud computing::2022,HAS_VOLUME
journal::ieee transactions on engineering management,volume::ieee transactions on engineering management::2021,HAS_VOLUME
journal::sigmod conference,volume::sigmod conference::2016,HAS_VOLUME
journal::2015 ieee international conference on data mining,volume::2015 ieee international conference on data mining::2015,HAS_VOLUME
journal::quantum information processing,volume::quantum information processing::2025,HAS_VOLUME
journal::medical science monitor,volume::medical science monitor::2020,HAS_VOLUME
journal::information sciences,volume::information sciences::2019,HAS_VOLUME
journal::ieee transactions on visualization and computer graphics,volume::ieee transactions on visualization and computer graphics::2021,HAS_VOLUME
journal::conference on empirical methods in natural language processing,volume::conference on empirical methods in natural language processing::2023,HAS_VOLUME
journal::international conference on information and knowledge management,volume::international conference on information and knowledge management::2001,HAS_VOLUME
journal::global conference on artificial intelligence,volume::global conference on artificial intelligence::2015,HAS_VOLUME
journal::ieee conference on computer communications,volume::ieee conference on computer communications::2021,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2018,HAS_VOLUME
journal::neurocomputing,volume::neurocomputing::2014,HAS_VOLUME
journal::international conference on soft computing for problem solving,volume::international conference on soft computing for problem solving::2012,HAS_VOLUME
journal::acta oncologica,volume::acta oncologica::2021,HAS_VOLUME
journal::ieee transactions on knowledge and data engineering,volume::ieee transactions on knowledge and data engineering::2007,HAS_VOLUME
journal::journal of the american academy of orthopaedic surgeons,volume::journal of the american academy of orthopaedic surgeons::2024,HAS_VOLUME
journal::data in brief,volume::data in brief::2024,HAS_VOLUME
journal::decision support systems,volume::decision support systems::2001,HAS_VOLUME
journal::international journal of computer assisted radiology and surgery,volume::international journal of computer assisted radiology and surgery::2025,HAS_VOLUME
journal::ibm systems journal,volume::ibm systems journal::2001,HAS_VOLUME
journal::international conference on information integration and web-based applications & services,volume::international conference on information integration and web-based applications & services::2020,HAS_VOLUME
journal::neural computing & applications (print),volume::neural computing & applications (print)::2020,HAS_VOLUME
journal::medical informatics europe,volume::medical informatics europe::2015,HAS_VOLUME
journal::journal of biomedical informatics,volume::journal of biomedical informatics::2016,HAS_VOLUME
journal::fixed points in computer science,volume::fixed points in computer science::2015,HAS_VOLUME
journal::international conference on database theory,volume::international conference on database theory::2015,HAS_VOLUME
journal::clinical neurology and neurosurgery (dutch-flemish ed. print),volume::clinical neurology and neurosurgery (dutch-flemish ed. print)::2024,HAS_VOLUME
journal::international web rule symposium,volume::international web rule symposium::2007,HAS_VOLUME
journal::data management in grids,volume::data management in grids::2005,HAS_VOLUME
journal::medrxiv,volume::medrxiv::2025,HAS_VOLUME
journal::international conference on peer-to-peer computing,volume::international conference on peer-to-peer computing::2006,HAS_VOLUME
journal::world wide web (bussum),volume::world wide web (bussum)::2017,HAS_VOLUME
journal::international conference on conceptual modeling,volume::international conference on conceptual modeling::2017,HAS_VOLUME
journal::journal of clinical oncology,volume::journal of clinical oncology::2025,HAS_VOLUME
journal::orthopaedic journal of sports medicine,volume::orthopaedic journal of sports medicine::2020,HAS_VOLUME
journal::international conference on ubiquitous intelligence and computing,volume::international conference on ubiquitous intelligence and computing::2006,HAS_VOLUME
journal::proceedings of the vldb endowment,volume::proceedings of the vldb endowment::2021,HAS_VOLUME
journal::international journal of information security,volume::international journal of information security::2020,HAS_VOLUME
journal::international journal of information and communication technology,volume::international journal of information and communication technology::2016,HAS_VOLUME
journal::ieee access,volume::ieee access::2017,HAS_VOLUME
journal::international conference on database systems for advanced applications,volume::international conference on database systems for advanced applications::2010,HAS_VOLUME
journal::international conference on database and expert systems applications,volume::international conference on database and expert systems applications::2010,HAS_VOLUME
journal::acm-siam symposium on discrete algorithms,volume::acm-siam symposium on discrete algorithms::2011,HAS_VOLUME
journal::education and information technologies : official journal of the ifip technical committee on education,volume::education and information technologies : official journal of the ifip technical committee on education::2024,HAS_VOLUME
journal::journal of nematology,volume::journal of nematology::2016,HAS_VOLUME
journal::journal of computer science,volume::journal of computer science::2014,HAS_VOLUME
journal::bmc bioinformatics,volume::bmc bioinformatics::2005,HAS_VOLUME
journal::general reanimatology,volume::general reanimatology::2024,HAS_VOLUME
journal::journal of medical screening,volume::journal of medical screening::2023,HAS_VOLUME
journal::advances in mobile multimedia,volume::advances in mobile multimedia::2011,HAS_VOLUME
journal::2007 ieee/rsj international conference on intelligent robots and systems,volume::2007 ieee/rsj international conference on intelligent robots and systems::2007,HAS_VOLUME
journal::nucleic acids research,volume::nucleic acids research::2025,HAS_VOLUME
journal::jacc: cardiovascular interventions,volume::jacc: cardiovascular interventions::2020,HAS_VOLUME
journal::protein science,volume::protein science::2006,HAS_VOLUME
journal::ieee transactions on knowledge and data engineering,volume::ieee transactions on knowledge and data engineering::2006,HAS_VOLUME
journal::information and software technology,volume::information and software technology::2007,HAS_VOLUME
journal::jerusalem journal of archaeology,volume::jerusalem journal of archaeology::2023,HAS_VOLUME
journal::european journal of surgical oncology,volume::european journal of surgical oncology::2020,HAS_VOLUME
journal::joint ifsa world congress and nafips annual meeting,volume::joint ifsa world congress and nafips annual meeting::2013,HAS_VOLUME
journal::international conference on knowledge engineering and ontology development,volume::international conference on knowledge engineering and ontology development::2010,HAS_VOLUME
"journal::fachtagung ""e-learning"" der gesellschaft für informatik","volume::fachtagung ""e-learning"" der gesellschaft für informatik::2024",HAS_VOLUME
journal::aaai conference on artificial intelligence,volume::aaai conference on artificial intelligence::2024,HAS_VOLUME
journal::systematic biology,volume::systematic biology::2007,HAS_VOLUME
journal::acm/sigcomm internet measurement conference,volume::acm/sigcomm internet measurement conference::2015,HAS_VOLUME
journal::ieee international conference on data engineering,volume::ieee international conference on data engineering::2005,HAS_VOLUME
journal::ieee international conference on e-business engineering,volume::ieee international conference on e-business engineering::2021,HAS_VOLUME
journal::international conference on the theory of information retrieval,volume::international conference on the theory of information retrieval::2023,HAS_VOLUME
journal::international conference on information integration and web-based applications & services,volume::international conference on information integration and web-based applications & services::2017,HAS_VOLUME
journal::pacific rim conference on multimedia,volume::pacific rim conference on multimedia::2018,HAS_VOLUME
journal::iscience,volume::iscience::2024,HAS_VOLUME
journal::science and transport progress,volume::science and transport progress::2024,HAS_VOLUME
journal::international conference on big data applications and services,volume::international conference on big data applications and services::2015,HAS_VOLUME
journal::current topics in medicinal chemistry,volume::current topics in medicinal chemistry::2025,HAS_VOLUME
journal::igarss 2004. 2004 ieee international geoscience and remote sensing symposium,volume::igarss 2004. 2004 ieee international geoscience and remote sensing symposium::2004,HAS_VOLUME
journal::international conference on information and knowledge management,volume::international conference on information and knowledge management::2009,HAS_VOLUME
journal::ieee transactions on computers,volume::ieee transactions on computers::2025,HAS_VOLUME
journal::trans. large scale data knowl. centered syst.,volume::trans. large scale data knowl. centered syst.::2012,HAS_VOLUME
journal::2014 ieee international conference on distributed computing in sensor systems,volume::2014 ieee international conference on distributed computing in sensor systems::2014,HAS_VOLUME
journal::wideochirurgia i inne techniki maloinwazyjne = videosurgery and other miniinvasive techniques,volume::wideochirurgia i inne techniki maloinwazyjne = videosurgery and other miniinvasive techniques::2021,HAS_VOLUME
journal::journal of clinical oncology,volume::journal of clinical oncology::2026,HAS_VOLUME
journal::journal of information processing,volume::journal of information processing::2016,HAS_VOLUME
journal::journal of ambient intelligence and humanized computing,volume::journal of ambient intelligence and humanized computing::2021,HAS_VOLUME
journal::journal on data semantics,volume::journal on data semantics::2005,HAS_VOLUME
journal::eclinicalmedicine,volume::eclinicalmedicine::2020,HAS_VOLUME
journal::neuro-oncology advances,volume::neuro-oncology advances::2024,HAS_VOLUME
journal::international conference on information technology: new generations,volume::international conference on information technology: new generations::2007,HAS_VOLUME
journal::data science in finance and economics,volume::data science in finance and economics::2024,HAS_VOLUME
journal::journal of anatomy,volume::journal of anatomy::2005,HAS_VOLUME
journal::british dental journal,volume::british dental journal::2023,HAS_VOLUME
