authorId,name,firstName,lastName
3286328,Martin Krallinger,Martin,Krallinger
40372975,Rui Huang,Rui,Huang
51170295,Xuran Pan,Xuran,Pan
2201671142,Henry Zheng,Henry,Zheng
7137727,Haojun Jiang,Haojun,Jiang
1724454,Zhifeng Xie,Zhifeng,Xie
30619669,S. Song,S.,Song
2115218570,Gao Huang,Gao,Huang
37430590,A. Firat,A.,Firat
2245556084,Stuart E. Madnick,Stuart,E. Madnick
2123145,Nor Adnan Yahaya,Nor,Adnan Yahaya
2420595025,Choo Wai Kuan,Choo,Wai Kuan
2268891973,Stéphane Bressan,Stéphane,Bressan
2286851137,Zhenzhen Gu,Zhenzhen,Gu
1796236,Davide Lanti,Davide,Lanti
2376656918,Francesco Corcoglioniti,Francesco,Corcoglioniti
2239506190,Marco Di Panfilo,Marco,Di Panfilo
2239509397,Alessandro Mosca,Alessandro,Mosca
2364964485,Diego Calvanese,Diego,Calvanese
2263313110,Guohui Xiao,Guohui,Xiao
2346323969,Lorena Calvo-Bartolom'e,Lorena,Calvo-Bartolom'e
2385563909,Val'erie Aldana,Val'erie,Aldana
2385562686,Karla Cantarero,Karla,Cantarero
2385558107,A. Mesa,A.,Mesa
2060958895,Jer'onimo Arenas-Garc'ia,Jer'onimo,Arenas-Garc'ia
2380091133,Jordan Boyd-Graber,Jordan,Boyd-Graber
144398177,Muhammad Shahzad,Muhammad,Shahzad
51935741,Anirudh Ganji,Anirudh,Ganji
2353264725,Sireesha Addanki,Sireesha,Addanki
12082005,N. Vnukova,N.,Vnukova
2085544182,Inna Aleksieienko,Inna,Aleksieienko
118950519,Svitlana Leliuk,Svitlana,Leliuk
2148382623,Y. Malyshko,Y.,Malyshko
2216435137,V. Chernyshov,V.,Chernyshov
104047347,Lieuwe Vinkhuijzen,Lieuwe,Vinkhuijzen
5112121,T. Coopmans,T.,Coopmans
145061330,A. Laarman,A.,Laarman
2367338263,Mohhamied Husaein Sallaah,Mohhamied,Husaein Sallaah
2369840577,Shathish Kumar,Shathish,Kumar
38998475,M. Manimekalai,M.,Manimekalai
2365759932,Najmitdinov Akhadkhon Khamitdkhanovich,Najmitdinov,Akhadkhon Khamitdkhanovich
2369739999,T. M. Thiyagu,T.,M. Thiyagu
2369690973,R. Udayakumar,R.,Udayakumar
48864126,Konstantinos Lampropoulos,Konstantinos,Lampropoulos
1586599742,Fatemeh Zardbani,Fatemeh,Zardbani
2182066763,Nikos Mamoulis,Nikos,Mamoulis
1731655,Panagiotis Karras,Panagiotis,Karras
3270024,N. Jeliazkova,N.,Jeliazkova
2088886749,L. Iliev,L.,Iliev
2995251,V. Jeliazkov,V.,Jeliazkov
1738395,Alexandr Andoni,Alexandr,Andoni
1688317,P. Indyk,P.,Indyk
1974678,Phillip B. Gibbons,Phillip,B. Gibbons
143970826,B. Karp,B.,Karp
2068322129,Yan Ke,Yan,Ke
39496676,Suman Nath,Suman,Nath
67327573,S. Seshan,S.,Seshan
1878146,H. B. Zghal,H.,B. Zghal
2670687,Nesrine Ben Mustapha,Nesrine,Ben Mustapha
1403825873,Manel Elloumi-Chaabene,Manel,Elloumi-Chaabene
115149242,Antonio Moreno,Antonio,Moreno
50714906,D. Sánchez,D.,Sánchez
2621544,Alice Marascu,Alice,Marascu
2388544,Pascal Pompey,Pascal,Pompey
1778072,E. Bouillet,E.,Bouillet
143762617,M. Wurst,M.,Wurst
1748830,O. Verscheure,O.,Verscheure
1393644275,P. Cudré-Mauroux,P.,Cudré-Mauroux
2195969764,Rupam Verma,Rupam,Verma
88799146,A. Vashisht,A.,Vashisht
2061486222,Medha Bhatt,Medha,Bhatt
2110759977,Anuradha Gupta,Anuradha,Gupta
2197240853,Rohit Om,Rohit,Om
2197140448,Anurag Dabas,Anurag,Dabas
6786404,V. Arya,V.,Arya
2243441620,Lea Weßbecher,Lea,Weßbecher
115462227,Kornelius Lente,Kornelius,Lente
30590826,T. Krüger,T.,Krüger
2070458853,Johann Berger,Johann,Berger
145011116,J. Neumann,J.,Neumann
1733135,Suh-Yin Lee,Suh-Yin,Lee
2250164583,H. Kao,H.,Kao
6974844,Zhanru Shao,Zhanru,Shao
5655761,O. Ampomah,O.,Ampomah
40104759,F. R. J. Vieira,F.,R. J. Vieira
3683221,R. Dorrell,R.,Dorrell
8087671,Shao-xuan Li,Shao-xuan,Li
48251305,L. Tirichine,L.,Tirichine
2017391,V. Bulone,V.,Bulone
145811334,D. Duan,D.,Duan
48244603,C. Bowler,C.,Bowler
2118595298,Yulai Xie,Yulai,Xie
2056283035,Jingjing Niu,Jingjing,Niu
2145956514,Yang Zhang,Yang,Zhang
2142495347,Fang Ren,Fang,Ren
2195460,J. Lötsch,J.,Lötsch
143817506,T. Hummel,T.,Hummel
2334873601,Amal Saif,Amal,Saif
2363220224,Alaa Altarazi,Alaa,Altarazi
1403391754,A. Al-badarneh,A.,Al-badarneh
2198489796,Mohammad J. Abdel-Rahman,Mohammad,J. Abdel-Rahman
1403567226,José Fuentes-Sepúlveda,José,Fuentes-Sepúlveda
2098749,Erick Elejalde,Erick,Elejalde
1752967,L. Ferres,L.,Ferres
145890591,Diego Seco,Diego,Seco
2098925256,Leila Safari,Leila,Safari
1748789,J. Patrick,J.,Patrick
144119773,Kun Liu,Kun,Liu
145257566,Lei Tang,Lei,Tang
143653824,Yong Yi,Yong,Yi
145765726,Rui Li,Rui,Li
2596296,Zhengying Chen,Zhengying,Chen
8405062,Ramy Sedhom,Ramy,Sedhom
95212199,Rafail Beshai,Rafail,Beshai
15934851,Ahmed Elkaryoni,Ahmed,Elkaryoni
4622420,M. Megaly,M.,Megaly
40546074,A. Elbadawi,A.,Elbadawi
2204358900,Ahmed Athar,Ahmed,Athar
9869795,Wissam A Jaber,Wissam,A Jaber
144946828,A. Bharadwaj,A.,Bharadwaj
24094851,V. Prasad,V.,Prasad
7732109,L. Stoletniy,L.,Stoletniy
6319183,I. Elgendy,I.,Elgendy
2315980878,Ryan Sze-Yin Chan,Ryan,Sze-Yin Chan
2315980194,Federico Nanni,Federico,Nanni
2316924154,Edwin Brown,Edwin,Brown
2316638061,Ed Chapman,Ed,Chapman
2226173366,Angus R. Williams,Angus,R. Williams
2306633128,Jonathan Bright,Jonathan,Bright
5430531,Evelina Gabasova,Evelina,Gabasova
3275133,R. Giancarlo,R.,Giancarlo
1776817,R. Grossi,R.,Grossi
40389697,F. Amato,F.,Amato
76925940,F. Gargiulo,F.,Gargiulo
1690299,A. Mazzeo,A.,Mazzeo
34193179,Sara Romano,Sara,Romano
145794456,Stéphane Jean,Stéphane,Jean
3438088,Hondjack Dehainsala,Hondjack,Dehainsala
1743133,D. Xuan,D.,Xuan
1748676,G. Pierra,G.,Pierra
1708081,Y. A. Ameur,Y.,A. Ameur
1680928,J. Angele,J.,Angele
2215564,Michael Gesmann,Michael,Gesmann
2397148452,Shidan Ma,Shidan,Ma
144189270,Peng Peng,Peng,Peng
2406496152,Xu Zhou,Xu,Zhou
1705151,M. Tamer Özsu,M.,Tamer Özsu
2312744477,Lei Zou,Lei,Zou
2155229286,Guo Chen,Guo,Chen
1787789,H. Ferhatosmanoğlu,H.,Ferhatosmanoğlu
34556711,A. Ramachandran,A.,Ramachandran
143970078,D. Agrawal,D.,Agrawal
1709353,A. El Abbadi,A.,El Abbadi
32432635,R. Dattola,R.,Dattola
2109570953,Sang-Sik Kim,Sang-Sik,Kim
1771068,A. Park,A.,Park
2109368295,Xiaoqian Liu,Xiaoqian,Liu
47978238,F. Zhou,F.,Zhou
2108457928,Jin Liu,Jin,Liu
2112566067,Lianjie Jiang,Lianjie,Jiang
46243175,J. Appalasamy,J.,Appalasamy
83652949,J. Joseph,J.,Joseph
1394798211,Siva Seeta Ramaiah,Siva,Seeta Ramaiah
20830234,Anuar Zaini Md Zain,Anuar,Zaini Md Zain
144418631,K. Quek,K.,Quek
46214268,K. Tha,K.,Tha
8842147,John J. Wallbillich,John,J. Wallbillich
2241599622,R. Morris,R.,Morris
1397631439,R. Ali-Fehmi,R.,Ali-Fehmi
38045881,Jennifer K. Felner,Jennifer,K. Felner
51183040,Terry D. Dudley,Terry,D. Dudley
1398058617,J. Ramirez-Valles,J.,Ramirez-Valles
48665362,Ningning Cui,Ningning,Cui
2261897926,Dong Wang,Dong,Wang
48808960,Huaijie Zhu,Huaijie,Zhu
2376362484,Mo Li,Mo,Li
2376526869,Jingxian Cheng,Jingxian,Cheng
2376366217,Jianxin Li,Jianxin,Li
2376361866,Xiaochun Yang,Xiaochun,Yang
116737468,Shahab Aziz,Shahab,Aziz
1708123336,Maizaitulaidawati Md Husin,Maizaitulaidawati,Md Husin
2006742864,Hira Idrees,Hira,Idrees
113464816,Z. Afaq,Z.,Afaq
2409046132,Sidra Ghazali,Sidra,Ghazali
7323654,C. Greiss,C.,Greiss
15178052,Peter P. Yonclas,Peter,P. Yonclas
3673844,Neil N. Jasey,Neil,N. Jasey
4801476,A. Lequerica,A.,Lequerica
47330146,I. Ward,I.,Ward
4534304,N. Chiaravalloti,N.,Chiaravalloti
33554850,G. Felix,G.,Felix
14300278,Laurie Dabaghian,Laurie,Dabaghian
2657605,D. Livingston,D.,Livingston
144307126,Qian Zhu,Qian,Zhu
145723023,C. Tao,C.,Tao
144481316,Ying Ding,Ying,Ding
1792682,C. Chute,C.,Chute
2288439588,Shashi Shekhar,Shashi,Shekhar
2110141389,Chang-Tien Lu,Chang-Tien,Lu
2218484107,R. Liu,R.,Liu
2110839785,Changqing Zhou,Changqing,Zhou
2118537467,Lin Chen,Lin,Chen
2151332522,Peng Zhang,Peng,Zhang
2913552,Baoxin Li,Baoxin,Li
2626679,M. Lykissas,M.,Lykissas
2089518,I. Gkiatas,I.,Gkiatas
81861999,A. Spiliotis,A.,Spiliotis
9698858,D. Papadopoulos,D.,Papadopoulos
1400232213,G. D'ambrosio,G.,D'ambrosio
82912612,F. Samani,F.,Samani
3688320,M. Cancian,M.,Cancian
113123671,C. D. de Mola,C.,D. de Mola
1825731216,Jiamin Fan,Jiamin,Fan
2112562846,Kui Wu,Kui,Wu
2145500354,Yang Zhou,Yang,Zhou
2189928797,Zhengan Zhao,Zhengan,Zhao
2119226665,Shengqiang Huang,Shengqiang,Huang
2293469854,Ming Dai,Ming,Dai
2322930557,Lingfeng Yang,Lingfeng,Yang
2293553863,Yihao Xu,Yihao,Xu
2323440078,Zhenhua Feng,Zhenhua,Feng
2212249385,Wankou Yang,Wankou,Yang
2179103333,Franco Pradelli,Franco,Pradelli
2215944304,Maximillian Strobl,Maximillian,Strobl
2323756433,S. Marzban,S.,Marzban
2405138234,François de Kermenguy,François,de Kermenguy
2356791064,A. Barnett,A.,Barnett
2398915291,Katyayni Ganesan,Katyayni,Ganesan
2343750959,Guillermo Lorenzo,Guillermo,Lorenzo
4088756,D. Hormuth,D.,Hormuth
50814156,S. Hamis,S.,Hamis
2257016885,Dhananjay Bhaskar,Dhananjay,Bhaskar
2356815489,Alexander R. A. Anderson,Alexander,R. A. Anderson
145173710,J. West,J.,West
2059935348,Asim Yildiz,Asim,Yildiz
1897922,Baris Aktemur,Baris,Aktemur
2762846,Hasan Sözer,Hasan,Sözer
144862341,Qian Huang,Qian,Huang
40046694,Hongyu Ren,Hongyu,Ren
2158172225,Peng Chen,Peng,Chen
2218033487,Gregor Krvzmanc,Gregor,Krvzmanc
2106064673,D. Zeng,D.,Zeng
145419642,Percy Liang,Percy,Liang
1702139,J. Leskovec,J.,Leskovec
2048205965,Katie Malloy Spink,Katie,Malloy Spink
2262165339,Han Zhang,Han,Zhang
4231487,P. Nurius,P.,Nurius
9520718,Katherine Seldin,Katherine,Seldin
2348700679,Yiyi Ren,Yiyi,Ren
2256754876,Katherine T. Foster,Katherine,T. Foster
34823658,Mirella M. Moro,Mirella,M. Moro
1720002,Lipyeow Lim,Lipyeow,Lim
3029436,Yuan-Chi Chang,Yuan-Chi,Chang
145179310,F. Braz,F.,Braz
1579635588,W. Coan,W.,Coan
2151893115,Andrei Rosseti,Andrei,Rosseti
3261602,V. Neveu,V.,Neveu
102189691,J. Pérez‐Jiménez,J.,Pérez‐Jiménez
2059262200,F. Vos,F.,Vos
2445141,Vanessa Crespy,Vanessa,Crespy
3212573,L. D. Chaffaut,L.,D. Chaffaut
2231256,L. Mennen,L.,Mennen
145644556,Craig Knox,Craig,Knox
3141411,Roman Eisner,Roman,Eisner
34468738,Joseph A. Cruz,Joseph,A. Cruz
2066145,D. Wishart,D.,Wishart
2725767,A. Scalbert,A.,Scalbert
1837454,Kyriaki Dimitriadou,Kyriaki,Dimitriadou
1967562,Olga Papaemmanouil,Olga,Papaemmanouil
1891854,Y. Diao,Y.,Diao
1397973945,M. Petzl-Erler,M.,Petzl-Erler
2001040716,C. P. Shahina,C.,P. Shahina
2219533704,Lilach Barer,Lilach,Barer
1835168622,Sarah K Schröder,Sarah,K Schröder
2963099,R. Weiskirchen,R.,Weiskirchen
3009743,E. Bacharach,E.,Bacharach
51026488,M. Ehrlich,M.,Ehrlich
48112496,T. Tran,T.,Tran
145056611,B. Lee,B.,Lee
2102810251,Sarafudheen M. Tharayil,Sarafudheen,M. Tharayil
2300623811,Reem A. Alshami,Reem,A. Alshami
2300623815,Shahd F. Aljaafari,Shahd,F. Aljaafari
2300623748,Arwa A. Alnajashi,Arwa,A. Alnajashi
2115971955,Dean Williams,Dean,Williams
1747099,A. Poulovassilis,A.,Poulovassilis
2169561748,Hesam Shahrokhi,Hesam,Shahrokhi
2219555586,Callum Groeger,Callum,Groeger
2342169384,Yizhuo Yang,Yizhuo,Yang
2242632853,Amir Shaikhha,Amir,Shaikhha
2239362,Rogério Luís de Carvalho Costa,Rogério,Luís de Carvalho Costa
143796776,P. Furtado,P.,Furtado
145313157,Meenakshi Sharma,Meenakshi,Sharma
3662916,Mandeep Singh Dhillon,Mandeep,Singh Dhillon
51016786,Amarjeet Singh,Amarjeet,Singh
80936426,Bibek Adhya,Bibek,Adhya
2004078938,Archit Chalana,Archit,Chalana
2119861453,Sandeep Negi,Sandeep,Negi
6617728,G. Bekker,G.,Bekker
3410723,M. Yokochi,M.,Yokochi
2111604280,Hirofumi Suzuki,Hirofumi,Suzuki
2630606,Yasuyo Ikegawa,Yasuyo,Ikegawa
1491265300,Takeshi Iwata,Takeshi,Iwata
2072163723,T. Kudo,T.,Kudo
2540313,K. Yura,K.,Yura
48014417,T. Fujiwara,T.,Fujiwara
49999647,T. Kawabata,T.,Kawabata
2223813,G. Kurisu,G.,Kurisu
3149180,R. Kalathur,R.,Kalathur
46469582,Nicolas Gagnière,Nicolas,Gagnière
2588175,G. Berthommier,G.,Berthommier
50117742,L. Poidevin,L.,Poidevin
2011105,W. Raffelsberger,W.,Raffelsberger
2968424,R. Ripp,R.,Ripp
2332808,T. Léveillard,T.,Léveillard
2786887,O. Poch,O.,Poch
9125547,Jun Yang,Jun,Yang
2817212,Nima Bigdely Shamlo,Nima,Bigdely Shamlo
1395421758,K. Kreutz-Delgado,K.,Kreutz-Delgado
50393156,C. Kothe,C.,Kothe
2952058,S. Makeig,S.,Makeig
34588238,S. Hibino,S.,Hibino
2349548796,Donghyeon Lee,Donghyeon,Lee
2326259568,Juyoung Kang,Juyoung,Kang
2203040733,Hansol Lee,Hansol,Lee
2297201173,Ashutosh Kumar,Ashutosh,Kumar
2347739818,Kaushal Waghela,Kaushal,Waghela
51509849,A. Yadav,A.,Yadav
7870757,Avadh Kishor,Avadh,Kishor
2279405,D. S. Kushwaha,D.,S. Kushwaha
1390187645,S. Leonard-Murali,S.,Leonard-Murali
40608059,T. Ivanics,T.,Ivanics
51294087,H. Nasser,H.,Nasser
122135308,A. Tang,A.,Tang
6806365,Z. Hammoud,Z.,Hammoud
3047744,A. F. Borthick,A.,F. Borthick
144595845,Donald R. Jones,Donald,R. Jones
39038065,M. Franz,M.,Franz
40454673,J. Scott McCarley,J.,Scott McCarley
2335745407,Yang Hu,Yang,Hu
2188323894,Jingxun Liang,Jingxun,Liang
2244774890,Huacheng Yu,Huacheng,Yu
2335582131,Junkai Zhang,Junkai,Zhang
2188244090,Renfei Zhou,Renfei,Zhou
2314422652,J. Matez-Bandera,J.,Matez-Bandera
73132923,Alberto Jaenal,Alberto,Jaenal
123601598,Clara Gómez,Clara,Gómez
32293291,A. C. Hernández,A.,C. Hernández
2266770396,Javier Monroy,Javier,Monroy
2279916070,José Araújo,José,Araújo
1396510386,J. Gonzalez-Jimenez,J.,Gonzalez-Jimenez
2045079863,Vibha Belavadi,Vibha,Belavadi
98214431,Tushar Vatsa,Tushar,Vatsa
27097973,Dewang Sultania,Dewang,Sultania
2333895224,Suhas Suresha,Suhas,Suresha
2333908849,Ishita Verma,Ishita,Verma
2341673158,Cheng Chen,Cheng,Chen
143950749,T. Holloway,T.,Holloway
2333909331,Michael Friedrich,Michael,Friedrich
2274779899,H. Won,H.,Won
2274787555,Le Hou,Le,Hou
2283848744,Shayne Longpre,Shayne,Longpre
2358827886,Bar-ret Zoph,Bar-ret,Zoph
2297187473,Yi Tay,Yi,Tay
26958176,W. Fedus,W.,Fedus
2253413286,Yunxuan Li,Yunxuan,Li
2397434943,Xuezhi Wang,Xuezhi,Wang
2256989598,Mostafa Dehghani,Mostafa,Dehghani
1791585,Siddhartha Brahma,Siddhartha,Brahma
2291172852,Albert Webson,Albert,Webson
2284599751,Shixiang Shane,Shixiang,Shane
2284599337,Zhuyun Gu,Zhuyun,Gu
2284597608,Dai Mirac,Dai,Mirac
2284598557,Xinyun Suzgun,Xinyun,Suzgun
2284659924,Aakanksha Chen,Aakanksha,Chen
2284596434,Alex Chowdh-ery,Alex,Chowdh-ery
2284599743,Marie Castro-Ros,Marie,Castro-Ros
2284599741,Kevin Pellat,Kevin,Pellat
2284599739,Robinson Dasha,Robinson,Dasha
2284604213,Sharan Valter,Sharan,Valter
2084414199,Gaurav Narang,Gaurav,Narang
2284926497,Adams Mishra,Adams,Mishra
2284604208,Vincent Yu,Vincent,Yu
2284610863,Yanping Zhao,Yanping,Zhao
2284593844,Andrew M Huang,Andrew,M Huang
2284595598,Hongkun Dai,Hongkun,Dai
2284639502,Slav Yu,Slav,Yu
2284596670,Ed H Petrov,Ed,H Petrov
2284596682,Jeff Chi,Jeff,Chi
2284596701,Ja-cob Dean,Ja-cob,Dean
2284596660,Adam Devlin,Adam,Devlin
2284608316,Denny Roberts,Denny,Roberts
2284637624,Quoc V Zhou,Quoc,V Zhou
147322646,L. Jason,L.,Jason
2052499996,Wei,Wei,
2354318142,Chengqi Zhao,Chengqi,Zhao
2048990352,Chenyu Deng,Chenyu,Deng
2354127790,Chong Zhang,Chong,Zhang
2354177135,Ruan Damai,Ruan,Damai
2354174001,Daya Dai,Daya,Dai
2354127012,Dejian Guo,Dejian,Guo
2354160689,Deli Yang,Deli,Yang
2354263019,Dongjie Chen,Dongjie,Chen
2354178539,Erhang Ji,Erhang,Ji
2354284074,Fangyun Li,Fangyun,Li
2356374449,Fucong Lin,Fucong,Lin
2354179017,Dai Fuli,Dai,Fuli
2354167252,Guangbo Luo,Guangbo,Luo
2354179724,Guanting Hao,Guanting,Hao
2354327596,Guowei Chen,Guowei,Chen
2354491443,H. Li,H.,Li
2356392682,Han Zhang,Han,Zhang
2354207885,Hanwei Bao,Hanwei,Bao
2354191861,Haocheng Xu,Haocheng,Xu
2354187446,Haowei Wang,Haowei,Wang
2339969448,Honghui Zhang,Honghui,Zhang
2354620071,Huajian Ding,Huajian,Ding
2354126310,Huazuo Xin,Huazuo,Xin
2354280315,Hui Gao,Hui,Gao
2354616312,J. Qu,J.,Qu
2354295829,Jian Cai,Jian,Cai
2337771119,Jian Liang,Jian,Liang
2334065635,Jiaqi Guo,Jiaqi,Guo
2354178382,Jiashi Ni,Jiashi,Ni
2355893068,Jiawei Li,Jiawei,Li
2354301092,Wang Jin,Wang,Jin
2337776990,JingChang Chen,JingChang,Chen
2354170752,Jingyang Chen,Jingyang,Chen
2354186879,Jun-jie Yuan,Jun-jie,Yuan
2355087351,Junlong Qiu,Junlong,Qiu
2345503979,Junxiao Li,Junxiao,Li
2354242661,Kai Song,Kai,Song
2278218552,Kai Dong,Kai,Dong
2359096716,Hu Kaige,Hu,Kaige
2287332175,Kang Gao,Kang,Gao
2359089733,Kexin Guan,Kexin,Guan
2359103166,Kuai Huang,Kuai,Huang
2359104583,Lean Yu,Lean,Yu
2359045148,Lecong Wang,Lecong,Wang
2355795117,Lei Zhang,Lei,Zhang
2359102814,Leyi Xu,Leyi,Xu
2117704702,Liang Xia,Liang,Xia
2359097807,Litong Zhao,Litong,Zhao
2359052189,Liyue Wang,Liyue,Wang
2359217182,Meng Zhang,Meng,Zhang
2359065766,Miaojun Li,Miaojun,Li
2158407287,Mingchuan Wang,Mingchuan,Wang
2337708168,Minghua Zhang,Minghua,Zhang
2258997675,Minghui Zhang,Minghui,Zhang
2204946677,Ming-Wen Tang,Ming-Wen,Tang
2359440351,Ning Li,Ning,Li
2253739414,Panpan Tian,Panpan,Tian
2359786213,Peiyi Huang,Peiyi,Huang
2359101998,W. Peng,W.,Peng
2366055194,Qiancheng Zhang,Qiancheng,Zhang
2337667976,Qihao Wang,Qihao,Wang
2349215985,Qi-Long Zhu,Qi-Long,Zhu
2354189763,Qiushi Chen,Qiushi,Chen
2354121378,R. Du,R.,Du
2354186061,R. L. Chen,R.,L. Chen
2337687334,R. Jin,R.,Jin
2354133617,Ruisong Ge,Ruisong,Ge
2372244762,Ruizhe Zhang,Ruizhe,Zhang
2354175127,Runji Pan,Runji,Pan
2354183156,Runxin Wang,Runxin,Wang
2269126970,Ruoyu Xu,Ruoyu,Xu
2354188131,Ruyi Zhang,Ruyi,Zhang
2354705527,S. S. Chen,S.,S. Chen
2354127932,Shanghao Li,Shanghao,Li
2359553559,Shangyan Lu,Shangyan,Lu
2354186105,Shanhuang Zhou,Shanhuang,Zhou
2359058559,Shengfeng Wu,Shengfeng,Wu
2258762789,S. Ye,S.,Ye
2347913298,Shi-yi Ye,Shi-yi,Ye
2359246944,Shiyu Ma,Shiyu,Ma
2359289890,Shuang Wang,Shuang,Wang
2359244945,Shuiping Zhou,Shuiping,Zhou
2359169106,Shunfeng Yu,Shunfeng,Yu
2359244947,Shuting Zhou,Shuting,Zhou
2066769898,T. Pan,T.,Pan
2287152003,Tao Wang,Tao,Wang
2354178489,Tian Yun,Tian,Yun
2278220142,Tian Pei,Tian,Pei
2354173099,L. SunW.,L.,SunW.
2337790804,W. Xiao,W.,Xiao
2357286921,Wanjia Zeng,Wanjia,Zeng
2355028066,Wei Zhao,Wei,Zhao
2354178295,An Wen,An,Wen
2354131269,Wenfeng Liu,Wenfeng,Liu
2355053464,Wenjun Liang,Wenjun,Liang
2347461446,Wen-Wan Gao,Wen-Wan,Gao
2116672655,Wentao Yu,Wentao,Yu
2354552977,X. Q. Zhang,X.,Q. Zhang
2354285097,Xiangyue Li,Xiangyue,Li
2354511143,Xianzu Jin,Xianzu,Jin
2325509757,Xiao Bi,Xiao,Bi
2354133640,Xiaohan Liu,Xiaohan,Liu
2311085452,Xiaojin Wang,Xiaojin,Wang
2304721819,Xiao-Dong Shen,Xiao-Dong,Shen
2326444644,Xiaokang Chen,Xiaokang,Chen
2359044505,Xiaotao Chen,Xiaotao,Chen
2359056431,Xiaowen Nie,Xiaowen,Nie
2359101025,Xiaoxi-ang Sun,Xiaoxi-ang,Sun
2359118930,Xin Wang,Xin,Wang
2224033970,Xin Cheng,Xin,Cheng
2286869419,Xin Liu,Xin,Liu
2239599436,Xin Xie,Xin,Xie
2316204729,Xingkai Liu,Xingkai,Liu
2359253082,Xinnan Yu,Xinnan,Yu
2359096082,Xinxia Song,Xinxia,Song
2347400291,Xinyi Shan,Xinyi,Shan
2352982158,Xinyu Zhou,Xinyu,Zhou
2334735880,Xinyuan Yang,Xinyuan,Yang
2303230013,Xuecheng Li,Xuecheng,Li
2359220829,Xuheng Su,Xuheng,Su
2359167111,Y. K. Lin,Y.,K. Lin
83877609,Q. LiY.,Q.,LiY.
2359130663,Y. X. Wang,Y.,X. Wang
2337771864,Y. X. Wei,Y.,X. Wei
2359150533,Yang Zhu,Yang,Zhu
2359048395,Yan-hong Zhang,Yan-hong,Zhang
2321045188,Yanhong Xu,Yanhong,Xu
2359043908,Yanping Xu,Yanping,Xu
2359100357,Yao Huang,Yao,Huang
2278381130,Yao Li,Yao,Li
2335076131,Yaofeng Zhao,Yaofeng,Zhao
2151264491,Yao-wei Sun,Yao-wei,Sun
2374179660,Yi Wang,Yi,Wang
2359034231,Yu Yi,Yu,Yi
2283141244,Y. Zheng,Y.,Zheng
2328492296,Yifan Zhang,Yifan,Zhang
2359156218,Yiliang Shi,Yiliang,Shi
2359516344,Xiong Ying,Xiong,Ying
2317034993,Ying He,Ying,He
2359299021,Yishi Tang,Yishi,Tang
2359094851,Yisong Piao,Yisong,Piao
2359102908,Yix-uan Wang,Yix-uan,Wang
2325707139,Yi-Xuan Tan,Yi-Xuan,Tan
2359106667,Yiyuan Ma,Yiyuan,Ma
2287290800,Yongqiang Liu,Yongqiang,Liu
2359805969,Guo Yu,Guo,Yu
2290137729,Yuan Wu,Yuan,Wu
2359096587,Yuchen Ou,Yuchen,Ou
2359065882,Yuduan Zhu,Yuduan,Zhu
2352584673,Yue Wang,Yue,Wang
2359323557,Yuheng Gong,Yuheng,Gong
2349555139,Yujia Zou,Yujia,Zou
2359208398,Yukun He,Yukun,He
2359095638,Yunfan Zha,Yunfan,Zha
2355053929,Yunxian Xiong,Yunxian,Xiong
2354128050,Yuting Ma,Yuting,Ma
2354340943,Yuxiang Yan,Yuxiang,Yan
2354312886,Yuxi-ang Luo,Yuxi-ang,Luo
2354620381,Yuxuan You,Yuxuan,You
2354153814,Yuyang Liu,Yuyang,Liu
2354185621,Z. Zhou,Z.,Zhou
2354188171,Z. Z. Wu,Z.,Z. Wu
2278430558,Z. Ren,Z.,Ren
2355086633,Zhangli Ren,Zhangli,Ren
2282700082,Zhengyue Sha,Zhengyue,Sha
2278223920,Zhe Fu,Zhe,Fu
2354179554,Xu Zhen,Xu,Zhen
2337821867,Zhen Huang,Zhen,Huang
2354127836,Zhenda Zhang,Zhenda,Zhang
2363411211,Zhengyan Xie,Zhengyan,Xie
2113531287,Manuel Hoffmann,Manuel,Hoffmann
48786878,S. Michel,S.,Michel
40559862,J. LeFevre,J.,LeFevre
2646653,Jagan Sankaranarayanan,Jagan,Sankaranarayanan
2274743,Hakan Hacıgümüş,Hakan,Hacıgümüş
2784291,J. Tatemura,J.,Tatemura
1763100,N. Polyzotis,N.,Polyzotis
1703347,M. Carey,M.,Carey
28890203,M. D. Temple,M.,D. Temple
3110314,M. A. Cheema,M.,A. Cheema
40464501,Yidong Yuan,Yidong,Yuan
2873542,Xuemin Lin,Xuemin,Lin
2126614132,R. J,R.,J
2355860182,Saravanan M,Saravanan,M
2288454476,Sarah Gerster,Sarah,Gerster
2368185843,Nikita N. Oltyan,Nikita,N. Oltyan
144983900,M. Esbrí,M.,Esbrí
31864494,Andrew Sewell,Andrew,Sewell
5355058,Brandee T. Brown,Brandee,T. Brown
6306118,A. Biktasova,A.,Biktasova
2241330,G. Mills,G.,Mills
144004727,Yiling Lu,Yiling,Lu
4081898,D. Tyson,D.,Tyson
4948130,N. Issaeva,N.,Issaeva
6795092,W. Yarbrough,W.,Yarbrough
49907939,Ryan J. Longman,Ryan,J. Longman
2054023439,Mathew P. Lucas,Mathew,P. Lucas
2281221198,Jared Mclean,Jared,Mclean
2154784695,Sean B. Cleveland,Sean,B. Cleveland
2281221770,Keri M. Kodama,Keri,M. Kodama
9813446,A. Frazier,A.,Frazier
2299037845,Katie L Kamelamela,Katie,L Kamelamela
2299038170,Aimee Schriber,Aimee,Schriber
